Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
233,Gustavo Henrique,br BRA,MF,Santos,21-058,2005,8,8,584,6.5,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
234,Gustavo Henrique,br BRA,DF,Corinthians,33-072,1993,15,15,"1,350",15,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
235,Matheus Henrique,br BRA,MF,Cruzeiro,28-167,1997,17,7,766,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
236,Paulo Henrique,br BRA,DF,Vasco da Gama,29-314,1996,12,10,777,8.6,0,2,2,0,0,0,3,0,0,0.23,0.23,0,0.23,Matches
237,Pedro Henrique,br BRA,DF,RB Bragantino,30-245,1995,11,8,805,8.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
238,Hércules,br BRA,MF,Fluminense,25-227,2000,16,10,938,10.4,3,0,3,3,0,0,1,0,0.29,0,0.29,0.29,0.29,Matches
239,Diego Hernández,uy URU,MF,Remo,25-347,2000,9,1,162,1.8,0,1,1,0,0,0,2,0,0,0.56,0.56,0,0.56,Matches
240,Jhoan Hernández,co COL,DF,Botafogo (RJ),20-104,2006,1,1,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
241,José Herrera,ar ARG,"MF,FW",RB Bragantino,23-049,2003,14,10,724,8,1,0,1,1,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
242,Marino Hinestroza,co COL,MF,Vasco da Gama,23-331,2002,8,1,227,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
243,Victor Hugo,br BRA,"MF,FW",Atlético Mineiro,22-024,2004,15,15,"1,204",13.4,3,1,4,3,0,0,0,0,0.22,0.07,0.3,0.22,0.3,Matches
244,Vitor Hugo,br BRA,DF,Atlético Mineiro,35-015,1991,6,5,471,5.2,1,0,1,1,0,0,1,0,0.19,0,0.19,0.19,0.19,Matches
245,Huguinho,br BRA,MF,Botafogo (RJ),19-059,2007,3,3,255,2.8,1,0,1,1,0,0,1,0,0.35,0,0.35,0.35,0.35,Matches
246,Hulk,br BRA,"FW,MF",Atlético Mineiro,39-314,1986,12,11,906,10.1,1,3,4,1,0,0,1,0,0.1,0.3,0.4,0.1,0.4,Matches
247,José Hurtado,ec ECU,DF,RB Bragantino,24-163,2001,12,11,922,10.2,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
248,Iago,br BRA,DF,Bahia,29-073,1997,3,1,127,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
249,Ignácio,br BRA,DF,Fluminense,29-185,1996,7,6,541,6,0,1,1,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
250,Isaac,br BRA,MF,Athletico Paranaense,22-041,2004,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Italo,br BRA,"MF,FW",Chapecoense,23-234,2002,15,8,716,8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
252,Zé Ivaldo,br BRA,DF,Santos,29-103,1997,5,4,358,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
253,Ivan,br BRA,GK,Remo,28-337,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
254,Jacy,br BRA,DF,Coritiba,28-328,1997,15,12,"1,104",12.3,1,0,1,1,0,0,2,1,0.08,0,0.08,0.08,0.08,Matches
255,Jáderson,br BRA,MF,Remo,25-296,2000,10,2,209,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
256,Jadson,br BRA,MF,Athletico Paranaense,32-278,1993,12,8,714,7.9,0,1,1,0,0,0,4,0,0,0.13,0.13,0,0.13,Matches
257,Jajá,br BRA,"MF,FW",Remo,27-204,1998,14,10,890,9.9,4,1,5,4,0,0,1,1,0.4,0.1,0.51,0.4,0.51,Matches
258,Jamerson,br BRA,DF,Vitória,27-268,1998,6,3,313,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
259,Léo Jardim,br BRA,GK,Vasco da Gama,31-076,1995,18,18,"1,620",18,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
260,Jefté,br BRA,DF,Palmeiras,22-165,2003,7,3,243,2.7,0,1,1,0,0,0,1,0,0,0.37,0.37,0,0.37,Matches
261,Jemmes,br BRA,DF,Fluminense,26-056,2000,14,13,"1,126",12.5,0,1,1,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
262,Claudio Jesus,br BRA,MF,Athletico Paranaense,20-221,2005,3,2,243,2.7,0,1,1,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
263,Caíque de Jesus Gonçalves,br BRA,"MF,DF",Vitória,30-237,1995,15,15,"1,137",12.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
264,Felipe Jonatan,br BRA,"DF,MF",Coritiba,28-109,1998,11,5,546,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
265,Jonathan,br BRA,DF,Cruzeiro,22-008,2004,10,9,798,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
266,Kaio Jorge,br BRA,FW,Cruzeiro,24-131,2002,12,11,911,10.1,4,0,4,1,3,3,0,0,0.4,0,0.4,0.1,0.1,Matches
267,Jorginho,it ITA,MF,Flamengo,34-166,1991,11,10,884,9.8,2,0,2,0,2,2,3,1,0.2,0,0.2,0,0,Matches
268,Willian José,br BRA,FW,Bahia,34-193,1991,16,13,896,10,3,1,4,2,1,2,0,0,0.3,0.1,0.4,0.2,0.3,Matches
269,Joshua,br BRA,MF,Flamengo,19-009,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
270,Luciano Juba,br BRA,DF,Bahia,26-279,1999,15,15,"1,319",14.7,7,1,8,5,2,3,2,0,0.48,0.07,0.55,0.34,0.41,Matches
271,Julimar,br BRA,"MF,FW",Athletico Paranaense,25-130,2001,13,9,721,8,3,1,4,2,1,2,2,0,0.37,0.12,0.5,0.25,0.37,Matches
272,Juninho,br BRA,DF,Internacional,30-160,1995,3,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
273,Robinho Junior,br BRA,MF,Santos,18-169,2007,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
274,Gabriel Justino,br BRA,DF,Botafogo (RJ),20-049,2006,6,3,317,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
275,Kanu,br BRA,DF,Bahia,29-089,1997,3,3,237,2.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Kauê,br BRA,GK,Corinthians,22-116,2004,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
277,Kayke,br BRA,MF,Corinthians,22-037,2004,6,2,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
278,Renato Kayser,br BRA,FW,Vitória,30-107,1996,12,10,639,7.1,3,1,4,2,1,2,3,0,0.42,0.14,0.56,0.28,0.42,Matches
279,Kenji,br BRA,MF,Cruzeiro,20-125,2006,7,1,179,2,1,0,1,1,0,0,2,0,0.5,0,0.5,0.5,0.5,Matches
280,John Kennedy,br BRA,FW,Fluminense,24-017,2002,17,13,"1,089",12.1,9,1,10,9,0,0,0,0,0.74,0.08,0.83,0.74,0.83,Matches
281,Keno,br BRA,"FW,MF",Coritiba,36-267,1989,4,0,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
282,Khellven,br BRA,DF,Palmeiras,25-099,2001,13,8,667,7.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
283,Zakaria Labyad,ma MAR,"FW,MF",Corinthians,33-087,1993,8,0,95,1.1,1,1,2,1,0,0,1,0,0.95,0.95,1.89,0.95,1.89,Matches
284,Larson,br BRA,MF,Palmeiras,20-329,2005,4,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
285,Joaquín Lavega,uy URU,MF,Coritiba,21-121,2005,17,10,839,9.3,5,1,6,5,0,0,3,0,0.54,0.11,0.64,0.54,0.64,Matches
286,Lawan,br BRA,FW,Vitória,21-010,2005,1,0,13,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
287,Léo,br BRA,GK,Chapecoense,35-255,1990,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
288,Léo,br BRA,GK,Bahia,35-255,1990,9,9,764,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Bruno Leonardo,br BRA,DF,Chapecoense,30-002,1996,14,14,"1,219",13.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
290,Hugo Leonardo,br BRA,MF,São Paulo,22-136,2004,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
291,Leozinho,br BRA,FW,Athletico Paranaense,27-181,1998,5,0,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
292,Lima,br BRA,"FW,MF",Fluminense,29-358,1996,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
293,Jesse Lingard,eng ENG,"MF,FW",Corinthians,33-171,1992,9,5,407,4.5,0,1,1,0,0,0,2,0,0,0.22,0.22,0,0.22,Matches
294,Samuel Lino,br BRA,MF,Flamengo,26-163,1999,17,13,"1,004",11.2,4,6,10,4,0,0,2,0,0.36,0.54,0.9,0.36,0.9,Matches
295,Vinicius Lira,br BRA,DF,Santos,18-235,2007,5,4,353,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
296,Renan Lodi,br BRA,"DF,MF",Atlético Mineiro,28-057,1998,17,17,"1,513",16.8,0,2,2,0,0,0,2,1,0,0.12,0.12,0,0.12,Matches
297,Marcelo Lomba,br BRA,GK,Palmeiras,39-168,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
298,Bruno Lopes,br BRA,FW,Vasco da Gama,18-314,2007,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
299,Flaco López,ar ARG,FW,Palmeiras,25-180,2000,17,17,"1,303",14.5,6,3,9,6,0,0,2,0,0.41,0.21,0.62,0.41,0.62,Matches
300,Renzo López,uy URU,FW,Vitória,32-049,1994,6,1,134,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Lucas,br BRA,MF,Vitória,26-281,1999,4,0,28,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
302,Ayrton Lucas,br BRA,DF,Flamengo,28-350,1997,9,4,424,4.7,0,1,1,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches
303,Jean Lucas,br BRA,MF,Bahia,27-347,1998,15,15,"1,191",13.2,2,2,4,2,0,0,2,0,0.15,0.15,0.3,0.15,0.3,Matches
304,João Lucas,br BRA,DF,Remo,28-087,1998,6,6,482,5.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
305,Luciano,br BRA,"MF,FW",São Paulo,33-017,1993,14,12,973,10.8,6,1,7,6,0,1,3,0,0.55,0.09,0.65,0.55,0.65,Matches
306,Luighi,br BRA,FW,Palmeiras,20-035,2006,7,1,165,1.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
307,André Luis,br BRA,FW,Mirassol,32-087,1994,11,5,450,5,1,0,1,1,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
308,Victor Luis,br BRA,DF,Mirassol,32-346,1993,7,3,329,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
309,Wallisson Luiz,br BRA,MF,Coritiba,28-254,1997,12,4,435,4.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
310,Lyanco,br BRA,DF,Atlético Mineiro,29-123,1997,7,5,454,5,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
311,Willian Machado,br BRA,DF,Mirassol,29-203,1996,15,15,"1,350",15,1,1,2,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,Matches
312,Pablo Maia,br BRA,MF,São Paulo,24-145,2002,10,5,515,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
313,Thiago Maia,br BRA,MF,Internacional,29-073,1997,10,0,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
314,Maicon,br BRA,DF,Coritiba,37-263,1988,13,12,"1,019",11.3,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
315,Maik,br BRA,"DF,MF",São Paulo,21-152,2005,5,4,368,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
316,Alef Manga,br BRA,"MF,FW",Remo,31-187,1994,18,16,"1,327",14.7,4,3,7,4,0,1,1,0,0.27,0.2,0.47,0.27,0.47,Matches
317,Fernando Marçal,br BRA,DF,Botafogo (RJ),37-105,1989,4,1,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
318,Marcelinho,br BRA,MF,RB Bragantino,21-292,2004,4,1,191,2.1,0,1,1,0,0,0,0,0,0,0.47,0.47,0,0.47,Matches
319,Marcelinho,br BRA,"DF,MF",Remo,27-319,1998,15,13,"1,204",13.4,2,0,2,2,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
320,João Marcelo,br BRA,DF,Cruzeiro,25-356,2000,5,3,296,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Marcinho,br BRA,"FW,MF",Chapecoense,30-361,1995,16,11,808,9,1,1,2,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22,Matches
322,Zé Marcos,br BRA,DF,Vitória,28-123,1998,2,2,158,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
323,Marinho,br BRA,FW,Vitória,36-006,1990,7,2,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
324,Marlon,br BRA,DF,Grêmio,29-015,1997,6,6,525,5.8,1,1,2,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,Matches
325,Gustavo Marques,br BRA,DF,RB Bragantino,24-238,2001,16,15,"1,355",15.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Igor Marques,br BRA,"DF,MF",Mirassol,27-147,1999,14,13,"1,109",12.3,3,0,3,3,0,0,1,0,0.24,0,0.24,0.24,0.24,Matches
327,Lucca Marques,br BRA,MF,São Paulo,18-355,2007,4,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
328,Renato Marques,br BRA,FW,Mirassol,22-177,2003,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
329,Renato Marques,br BRA,FW,Coritiba,22-177,2003,5,0,63,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
330,Marquinhos,br BRA,DF,Botafogo (RJ),19-109,2007,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
331,Martinelli,br BRA,MF,Fluminense,25-025,2001,12,12,941,10.5,0,1,1,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
332,Emiliano Martínez,uy URU,MF,Palmeiras,26-291,1999,6,2,235,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
333,Andre Martins,br BRA,MF,Grêmio,24-169,2001,5,0,107,1.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
334,David Martins,br BRA,MF,Bahia,18-262,2007,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
335,Matheus Martins,br BRA,"MF,FW",Botafogo (RJ),22-323,2003,15,9,821,9.1,4,0,4,4,0,0,1,0,0.44,0,0.44,0.44,0.44,Matches
336,Gustavo Martins Santos,br BRA,DF,Grêmio,23-297,2002,11,9,894,9.9,0,2,2,0,0,0,3,0,0,0.2,0.2,0,0.2,Matches
337,Matheusinho,br BRA,"FW,MF",Vitória,28-229,1997,16,14,"1,022",11.4,2,1,3,1,1,1,3,0,0.18,0.09,0.26,0.09,0.18,Matches
338,Matheusinho,br BRA,DF,Vitória,27-240,1998,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
339,Matheuzinho,br BRA,DF,Corinthians,25-269,2000,14,13,"1,161",12.9,1,1,2,1,0,0,3,1,0.08,0.08,0.16,0.08,0.16,Matches
340,Mauricio,py PAR,MF,Palmeiras,25-013,2001,15,11,938,10.4,1,1,2,1,0,0,1,0,0.1,0.1,0.19,0.1,0.19,Matches
341,Maycon,br BRA,MF,Atlético Mineiro,28-324,1997,10,10,852,9.5,2,0,2,0,2,2,0,0,0.21,0,0.21,0,0,Matches
342,Mayk,br BRA,DF,Remo,26-277,1999,10,10,892,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
343,Mayke,br BRA,DF,Santos,33-206,1992,3,3,219,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
344,Gabriel Mec,br BRA,"MF,FW",Grêmio,18-054,2008,14,6,643,7.1,2,0,2,2,0,0,3,0,0.28,0,0.28,0.28,0.28,Matches
345,Cristian Medina,ar ARG,MF,Botafogo (RJ),24-003,2002,11,11,853,9.5,1,0,1,1,0,0,4,1,0.11,0,0.11,0.11,0.11,Matches
346,Arthur Melo,br BRA,MF,Grêmio,29-296,1996,10,8,807,9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
347,Bruno Melo,br BRA,DF,Coritiba,33-221,1992,16,16,"1,281",14.2,1,1,2,1,0,0,1,1,0.07,0.07,0.14,0.07,0.14,Matches
348,Eduardo Melo,br BRA,FW,Remo,25-022,2001,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
349,Memphis,nl NED,FW,Corinthians,32-111,1994,8,6,462,5.1,1,0,1,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
350,Nathan Mendes,br BRA,DF,Vitória,23-289,2002,13,12,"1,061",11.8,0,1,1,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Thiago Mendes,br BRA,MF,Vasco da Gama,34-081,1992,16,16,"1,340",14.9,3,1,4,3,0,0,6,0,0.2,0.07,0.27,0.2,0.27,Matches
352,Vinicius Mendonça,br BRA,"MF,FW",RB Bragantino,22-104,2004,8,3,288,3.2,0,1,1,0,0,0,0,0,0,0.31,0.31,0,0.31,Matches
353,Stiven Mendoza,co COL,"MF,FW",Athletico Paranaense,33-342,1992,18,18,"1,460",16.2,5,0,5,5,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
354,Gabriel Menegon,br BRA,GK,Grêmio,17-233,2008,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
355,Gabriel Menino,br BRA,MF,Santos,25-248,2000,8,4,428,4.8,1,0,1,1,0,0,2,0,0.21,0,0.21,0.21,0.21,Matches
356,Gabriel Mercado,ar ARG,DF,Internacional,39-078,1987,11,11,980,10.9,1,0,1,1,0,0,4,0,0.09,0,0.09,0.09,0.09,Matches
357,Higor Meritão,br BRA,MF,Chapecoense,31-346,1994,11,5,619,6.9,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
358,Carlos Miguel,br BRA,GK,Palmeiras,27-238,1998,17,17,"1,530",17,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
359,Pedro Milans,uy URU,DF,Corinthians,24-072,2002,3,3,229,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
360,Julián Millán,co COL,DF,Fluminense,28-069,1998,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
361,Alan Minda,ec ECU,MF,Atlético Mineiro,23-021,2003,9,3,353,3.9,2,0,2,2,0,0,0,0,0.51,0,0.51,0.51,0.51,Matches
362,Moises,br BRA,MF,Santos,29-275,1996,13,4,376,4.2,2,1,3,2,0,0,0,0,0.48,0.24,0.72,0.48,0.72,Matches
363,Rodrigo Moledo,br BRA,DF,Coritiba,38-220,1987,2,1,117,1.3,1,0,1,1,0,0,0,0,0.77,0,0.77,0.77,0.77,Matches
364,Miguel Monsalve,co COL,MF,Grêmio,22-097,2004,7,5,322,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
365,Rafael Monti,ar ARG,FW,Remo,26-178,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
366,Álvaro Montoro,ar ARG,"MF,FW",Botafogo (RJ),19-048,2007,15,11,921,10.2,0,3,3,0,0,0,3,0,0,0.29,0.29,0,0.29,Matches
367,Kauã Moraes,br BRA,DF,Cruzeiro,19-340,2006,9,5,441,4.9,2,1,3,2,0,0,2,0,0.41,0.2,0.61,0.41,0.61,Matches
368,Breno de Moraes Souza,br BRA,DF,RB Bragantino,17-344,2008,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
369,Santiago Moreno,co COL,"FW,MF",Fluminense,26-044,2000,3,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
370,Pedro Morisco,br BRA,GK,Coritiba,22-145,2004,4,4,325,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
371,Henry Mosquera,co COL,"MF,FW",RB Bragantino,24-201,2001,14,13,"1,061",11.8,0,3,3,0,0,0,3,0,0,0.25,0.25,0,0.25,Matches
372,Hugo Moura,br BRA,MF,Vasco da Gama,28-152,1998,11,7,582,6.5,1,0,1,1,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
373,Lucas Moura,br BRA,"MF,FW",São Paulo,33-295,1992,8,3,320,3.6,1,1,2,0,1,1,0,0,0.28,0.28,0.56,0,0.28,Matches
374,Neto Moura,br BRA,MF,Mirassol,29-302,1996,12,9,722,8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
375,Juan Nardoni,ar ARG,MF,Grêmio,23-325,2002,11,10,730,8.1,1,1,2,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Bruno Nascimento,br BRA,"FW,MF",Palmeiras,29-089,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
377,Bruno Nascimento,br BRA,MF,Cruzeiro,29-089,1997,9,1,223,2.5,0,1,1,0,0,0,0,0,0,0.4,0.4,0,0.4,Matches
378,Wesley Natã,br BRA,FW,Fluminense,18-047,2008,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
379,Natanael,br BRA,"DF,MF",Atlético Mineiro,24-150,2002,11,11,871,9.7,0,1,1,0,0,0,0,1,0,0.1,0.1,0,0.1,Matches
380,Gui Negão,br BRA,FW,Corinthians,19-118,2007,5,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
381,Felipe Negrucci,br BRA,DF,São Paulo,22-031,2004,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
382,Negueba,br BRA,"MF,FW",Mirassol,26-183,1999,9,9,780,8.7,2,0,2,2,0,0,3,0,0.23,0,0.23,0.23,0.23,Matches
383,Neris,br BRA,DF,Vitória,33-352,1992,4,2,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
384,Rodrigo Nestor,br BRA,MF,Bahia,25-299,2000,10,3,377,4.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
385,Neto,br BRA,GK,Botafogo (RJ),36-320,1989,10,10,854,9.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
386,Newton,br BRA,DF,Botafogo (RJ),26-084,2000,7,4,409,4.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
387,Neymar,br BRA,"MF,FW",Santos,34-119,1992,8,8,683,7.6,4,2,6,3,1,1,5,0,0.53,0.26,0.79,0.4,0.66,Matches
388,Nicolas,br BRA,DF,São Paulo,19-057,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
389,Saúl Ñíguez,es ESP,MF,Flamengo,31-195,1994,6,1,116,1.3,0,1,1,0,0,0,0,0,0,0.78,0.78,0,0.78,Matches
390,Nonato,br BRA,MF,Fluminense,28-093,1998,6,5,378,4.2,1,1,2,1,0,0,3,0,0.24,0.24,0.48,0.24,0.48,Matches
391,Erick Noriega,pe PER,MF,Grêmio,24-225,2001,13,11,947,10.5,1,1,2,1,0,0,2,0,0.1,0.1,0.19,0.1,0.19,Matches
392,Jhuan Nunes Coelho,br BRA,FW,RB Bragantino,19-001,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
393,Christian Oliva,uy URU,MF,Santos,30-003,1996,12,9,789,8.8,0,2,2,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
394,Lucas Oliveira,br BRA,DF,Mirassol,30-122,1996,7,5,419,4.7,1,0,1,1,0,0,2,0,0.21,0,0.21,0.21,0.21,Matches
395,Luis Osorio Messias de Oliveira,br BRA,DF,São Paulo,19-271,2006,2,1,137,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
396,Cauly Oliveira Souza,br BRA,"MF,FW",São Paulo,30-262,1995,12,7,563,6.3,1,0,1,0,1,1,0,0,0.16,0,0.16,0,0,Matches
397,Cristian Olivera,uy URU,"FW,MF",Bahia,24-048,2002,16,12,956,10.6,1,1,2,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,Matches
398,Leo Ortiz,br BRA,DF,Flamengo,30-152,1996,17,16,"1,350",15,1,1,2,1,0,0,0,0,0.07,0.07,0.13,0.07,0.13,Matches
399,Osvaldo,br BRA,"FW,MF",Vitória,39-054,1987,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
400,Otávio,br BRA,GK,Cruzeiro,20-159,2005,5,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Otávio,br BRA,MF,Fluminense,32-031,1994,5,0,170,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
402,Luiz Otávio,br BRA,DF,Mirassol,33-238,1992,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
403,João Othavio Basso,br BRA,DF,Santos,29-142,1997,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Bruno Pacheco,br BRA,"MF,DF",Chapecoense,34-178,1991,9,8,720,8,0,3,3,0,0,0,1,0,0,0.37,0.37,0,0.37,Matches
405,Luis Pacheco,br BRA,MF,Palmeiras,18-122,2008,3,1,68,0.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
