Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
444,Pedrinho,br BRA,MF,Konyaspor,28,1996,15,6,672,7.5,1,0,1,0,1,1,0,0,0.13,0,0.13,0,0,Matches
445,Pedro Pereira,pt POR,DF,Gençlerbirliği,27,1998,30,29,"2,619",29.1,0,1,1,0,0,0,11,0,0,0.03,0.03,0,0.03,Matches
446,Luis Pérez,es ESP,"MF,DF",Gaziantep FK,30,1995,24,20,"1,654",18.4,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
447,Bruno Petković,hr CRO,FW,Kocaelispor,30,1994,18,15,"1,334",14.8,7,0,7,5,2,2,2,0,0.47,0,0.47,0.34,0.34,Matches
448,Frantzdy Pierrot,ht HAI,FW,Rizespor,30,1995,10,0,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
449,Wagner Pina,cv CPV,DF,Trabzonspor,22,2002,31,28,"2,439",27.1,0,7,7,0,0,0,4,1,0,0.26,0.26,0,0.26,Matches
450,Lenny Pintor,fr FRA,"MF,FW",Eyüpspor,24,2000,16,9,768,8.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Onurcan Piri,tr TUR,GK,Kayserispor,30,1994,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
452,Daniel Popa,ro ROU,FW,Gençlerbirliği,31,1994,1,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
453,Denis Radu,ro ROU,"MF,FW",Eyüpspor,22,2003,15,7,658,7.3,0,2,2,0,0,0,2,1,0,0.27,0.27,0,0.27,Matches
454,Jesurun Rak Sakyi,gh GHA,MF,Rizespor,22,2002,11,11,807,9,4,1,5,4,0,0,1,0,0.45,0.11,0.56,0.45,0.56,Matches
455,Milot Rashica,xk KVX,MF,Beşiktaş,29,1996,25,8,986,11,1,3,4,1,0,0,1,0,0.09,0.27,0.37,0.09,0.37,Matches
456,Rhaldney,br BRA,MF,Göztepe,26,1998,18,12,"1,083",12,1,1,2,1,0,0,3,1,0.08,0.08,0.17,0.08,0.17,Matches
457,Rigoberto Rivas,hn HON,"MF,FW",Kocaelispor,27,1998,22,13,"1,176",13.1,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,Matches
458,Enzo Roco,cl CHI,DF,Fatih Karagümrük,32,1992,7,7,575,6.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
459,Kévin Rodrigues,pt POR,"DF,MF",Gaziantep FK,31,1994,28,26,"2,284",25.4,2,3,5,2,0,0,7,1,0.08,0.12,0.2,0.08,0.2,Matches
460,Dorin Rotariu,ro ROU,"FW,MF",Eyüpspor,30,1995,4,0,73,0.8,0,1,1,0,0,0,0,0,0,1.23,1.23,0,1.23,Matches
461,Ruan,br BRA,MF,Alanyaspor,20,2005,28,26,"2,245",24.9,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches
462,Ruan,br BRA,MF,Göztepe,30,1995,2,1,114,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
463,Serdar Saatçı,tr TUR,DF,Trabzonspor,22,2003,3,2,186,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
464,Ibrahim Sabra,jo JOR,FW,Göztepe,19,2006,9,0,91,1,1,0,1,1,0,0,1,0,0.99,0,0.99,0.99,0.99,Matches
465,Christ Sadia,ci CIV,MF,Eyüpspor,18,2007,3,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
466,Ramzi Safouri,il ISR,MF,Antalyaspor,29,1995,25,21,"1,787",19.9,1,5,6,1,0,0,8,0,0.05,0.25,0.3,0.05,0.3,Matches
467,Ahmet Sagat,de GER,FW,Kocaelispor,29,1996,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
468,Görkem Sağlam,de GER,MF,Kayserispor,27,1998,11,2,292,3.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
469,Modibo Sagnan,ml MLI,DF,Rizespor,26,1999,20,17,"1,498",16.6,1,1,2,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,Matches
470,Devrim Şahin,,MF,Beşiktaş,18,2007,4,2,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
471,Samuel Sáiz,es ESP,"FW,MF",Eyüpspor,34,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
472,Roland Sallai,hu HUN,"DF,MF",Galatasaray,28,1997,30,26,"2,346",26.1,1,3,4,1,0,0,4,1,0.04,0.12,0.15,0.04,0.15,Matches
473,Davinson Sánchez,co COL,DF,Galatasaray,29,1996,30,29,"2,419",26.9,1,0,1,1,0,0,6,1,0.04,0,0.04,0.04,0.04,Matches
