Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
261,Chima Okoroji,ng NGA,"DF,MF",St. Gallen,28,1997,35,35,"2,946",32.7,3,3,6,3,0,0,8,0,0.09,0.09,0.18,0.09,0.18,Matches
262,Becir Omeragic,ch SUI,DF,Basel,23,2002,8,8,615,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
263,Gaël Ondoua,cm CMR,MF,Servette FC,29,1995,11,3,293,3.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
264,Philip Otele,ng NGA,MF,Basel,26,1999,20,17,"1,347",15,5,3,8,5,0,1,3,0,0.33,0.2,0.53,0.33,0.53,Matches
265,Severin Ottiger,ch SUI,DF,Luzern,22,2003,22,8,944,10.5,1,1,2,1,0,0,3,0,0.1,0.1,0.19,0.1,0.19,Matches
266,Tiemoko Ouattara,ch SUI,FW,St. Gallen,20,2005,13,0,239,2.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
267,Tiemoko Ouattara,ch SUI,FW,Servette FC,20,2005,2,0,42,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
268,Enoch Owusu,it ITA,MF,St. Gallen,20,2005,5,1,137,1.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
269,Tyron Owusu,ch SUI,MF,Luzern,22,2003,37,37,"3,261",36.2,2,6,8,2,0,0,5,0,0.06,0.17,0.22,0.06,0.22,Matches
270,Nelson Palacio,co COL,"MF,DF",Zürich,24,2001,32,30,"2,611",29,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03,Matches
271,Dorian Paloschi,it ITA,DF,Grasshopper,19,2005,11,9,778,8.6,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
272,Antonios Papadopoulos,de GER,DF,Lugano,25,1999,33,33,"2,943",32.7,4,0,4,4,0,0,10,0,0.12,0,0.12,0.12,0.12,Matches
273,Dominik Papic,ch SUI,MF,Grasshopper,17,2008,3,1,107,1.2,1,0,1,1,0,0,0,0,0.84,0,0.84,0.84,0.84,Matches
274,Alexandre Parsemain,mq MTQ,FW,Lugano,22,2003,9,1,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
275,Maksim Paskotši,ee EST,DF,Grasshopper,22,2003,2,2,167,1.9,1,0,1,1,0,0,2,0,0.54,0,0.54,0.54,0.54,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Dominik Pech,cz CZE,MF,Young Boys,18,2006,28,8,955,10.6,2,1,3,2,0,0,0,0,0.19,0.09,0.28,0.19,0.28,Matches
277,Juan Perea,co COL,"MF,FW",Zürich,25,2000,22,7,701,7.8,2,0,2,2,0,1,3,0,0.26,0,0.26,0.26,0.26,Matches
278,Matthias Phaeton,gp GLP,"FW,MF",Zürich,25,2000,25,19,"1,593",17.7,7,1,8,7,0,0,6,0,0.4,0.06,0.45,0.4,0.45,Matches
279,Elias Pihlström,se SWE,FW,Lugano,18,2006,13,1,235,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
280,Luke Plange,eng ENG,FW,Grasshopper,22,2002,26,23,"1,826",20.3,10,4,14,8,2,2,0,1,0.49,0.2,0.69,0.39,0.59,Matches
281,Morgan Poaty,cg CGO,DF,Lausanne-Sport,28,1997,33,21,"1,987",22.1,1,2,3,1,0,0,1,0,0.05,0.09,0.14,0.05,0.14,Matches
282,Jordi Quintillà,es ESP,MF,St. Gallen,31,1993,4,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
283,Anthony Racioppi,ch SUI,GK,Sion,26,1998,38,38,"3,420",38,0,1,1,0,0,0,1,0,0,0.03,0.03,0,0.03,Matches
284,Din Ramić,ba BIH,FW,Zürich,16,2008,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
285,Elmin Rastoder,mk MKD,FW,Thun,23,2001,36,32,"2,694",29.9,15,6,21,15,0,0,3,1,0.5,0.2,0.7,0.5,0.7,Matches
286,Rayan Raveloson,mg MAD,MF,Young Boys,28,1997,23,17,"1,411",15.7,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
