Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
397,Issiaga Sylla,gn GUI,"DF,MF",Asteras Tripoli,31,1994,22,20,"1,778",19.8,0,1,1,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches
398,Vicente Taborda,ar ARG,"MF,FW",Panathinaikos,24,2001,14,10,833,9.3,4,1,5,4,0,0,1,0,0.43,0.11,0.54,0.43,0.54,Matches
399,Taison,br BRA,MF,PAOK,37,1988,29,22,"2,015",22.4,6,6,12,6,0,0,3,0,0.27,0.27,0.54,0.27,0.54,Matches
400,Mehdi Taremi,ir IRN,"MF,FW",Olympiacos,33,1992,24,14,"1,260",14,10,2,12,8,2,2,1,0,0.71,0.14,0.86,0.57,0.71,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Eleftherios Tasiouras,gr GRE,DF,Volos N.F.C.,21,2004,6,1,252,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
402,Miguel Tavares,pt POR,MF,AE Kifisia,26,1999,9,3,333,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
403,Greg Taylor,sct SCO,DF,PAOK,27,1997,12,12,960,10.7,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
404,Alex Teixeira,br BRA,FW,Panserraikos,35,1990,18,14,"1,287",14.3,3,2,5,3,0,0,3,0,0.21,0.14,0.35,0.21,0.35,Matches
405,Álvaro Tejero,es ESP,DF,Aris,29,1996,30,26,"2,405",26.7,0,3,3,0,0,0,6,1,0,0.11,0.11,0,0.11,Matches
406,Alexandros Tereziou,gr GRE,MF,Asteras Tripoli,25,2000,4,1,148,1.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
407,Tetê,br BRA,"MF,FW",Panathinaikos,25,2000,13,13,"1,122",12.5,2,3,5,2,0,0,2,0,0.16,0.24,0.4,0.16,0.4,Matches
408,Andrews Tetteh,gr GRE,FW,Panathinaikos,24,2001,15,14,"1,098",12.2,5,2,7,4,1,1,3,0,0.41,0.16,0.57,0.33,0.49,Matches
409,Andrews Tetteh,gr GRE,FW,AE Kifisia,24,2001,14,14,"1,246",13.8,4,2,6,3,1,2,5,0,0.29,0.14,0.43,0.22,0.36,Matches
410,Dimitris Theodoridis,gr GRE,FW,AE Kifisia,22,2002,17,4,626,7,2,1,3,2,0,0,3,0,0.29,0.14,0.43,0.29,0.43,Matches
411,Giannis Theodosoulakis,gr GRE,"FW,MF",OFI Crete,20,2004,21,7,674,7.5,2,0,2,2,0,0,3,0,0.27,0,0.27,0.27,0.27,Matches
412,Jean Thierry Lazare,ci CIV,MF,AE Kifisia,27,1998,29,16,"1,522",16.9,2,0,2,2,0,0,6,0,0.12,0,0.12,0.12,0.12,Matches
413,Konstantinos Thymianis,gr GRE,DF,PAOK,24,2001,3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
414,Juan Tinaglini,uy URU,GK,Panserraikos,26,1998,29,29,"2,558",28.4,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
415,Nikolaos Tolios,gr GRE,FW,Panserraikos,19,2006,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
416,Ahmed Touba,dz ALG,DF,Panathinaikos,27,1998,22,22,"1,920",21.3,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
417,Konstantinos Triantafyllopoulos,gr GRE,DF,Asteras Tripoli,32,1993,26,25,"2,163",24,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
418,Thanasis Triantafyllou,gr GRE,"DF,MF",Volos N.F.C.,22,2003,14,6,577,6.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
419,Dimitris Tsakmakis,gr GRE,DF,Atromitos,26,1999,15,10,981,10.9,1,0,1,1,0,0,7,0,0.09,0,0.09,0.09,0.09,Matches
420,Panagiotis Tsantilas,gr GRE,FW,Atromitos,21,2004,29,13,"1,283",14.3,3,0,3,3,0,0,2,0,0.21,0,0.21,0.21,0.21,Matches
421,Marios Tsaousis,gr GRE,"DF,MF",Panserraikos,25,2000,32,27,"2,434",27,2,1,3,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11,Matches
422,Triantafyllos Tsapras,gr GRE,DF,Levadiakos,23,2001,31,31,"2,738",30.4,1,10,11,1,0,0,2,0,0.03,0.33,0.36,0.03,0.36,Matches
423,Aaron Tshibola,cd COD,MF,Levadiakos,30,1995,10,4,374,4.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
424,Antonis Tsiftsis,gr GRE,GK,PAOK,26,1999,15,12,"1,210",13.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
425,Apostolos Tsilingiris,gr GRE,GK,AE Kifisia,24,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,Sotiris Tsiloulis,gr GRE,MF,Atromitos,30,1995,8,3,302,3.4,1,1,2,1,0,0,0,0,0.3,0.3,0.6,0.3,0.6,Matches
427,Theocharis Tsingaras,gr GRE,MF,Atromitos,24,2000,32,26,"2,273",25.3,1,3,4,1,0,0,8,0,0.04,0.12,0.16,0.04,0.16,Matches
428,Panagiotis Tsintotas,gr GRE,GK,Asteras Tripoli,32,1993,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
429,Ioannis Tsivelekidis,gr GRE,DF,Levadiakos,26,1999,9,5,528,5.9,0,1,1,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
430,Tasos Tsokanis,gr GRE,DF,Volos N.F.C.,34,1991,10,4,414,4.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
431,Alexandros Tsompanidis,gr GRE,GK,Panserraikos,20,2004,7,6,589,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
432,Ľubomír Tupta,sk SVK,"MF,FW",Larissa,27,1998,35,32,"2,784",30.9,8,2,10,8,0,1,2,0,0.26,0.06,0.32,0.26,0.32,Matches
433,Fanis Tzandaris,gr GRE,MF,Asteras Tripoli,32,1993,21,5,517,5.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
434,Panagiotis Tzimas,gr GRE,MF,AE Kifisia,24,2001,9,2,307,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,Kostas Tzolakis,gr GRE,GK,Olympiacos,22,2002,32,32,"2,880",32,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
436,Giorgos Tzovaras,gr GRE,"MF,FW",Atromitos,25,1999,21,6,639,7.1,2,1,3,2,0,0,1,0,0.28,0.14,0.42,0.28,0.42,Matches
437,Ehije Ukaki,ng NGA,"MF,DF",Atromitos,20,2004,16,7,800,8.9,0,2,2,0,0,0,1,0,0,0.23,0.23,0,0.23,Matches
438,Jere Uronen,fi FIN,DF,Atromitos,31,1994,30,29,"2,393",26.6,0,4,4,0,0,0,3,0,0,0.15,0.15,0,0.15,Matches
439,Klearchos Vainopoulos,gr GRE,MF,Volos N.F.C.,20,2005,3,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
440,Barnabás Varga,hu HUN,FW,AEK Athens,31,1994,17,14,"1,199",13.3,5,2,7,5,0,0,2,0,0.38,0.15,0.53,0.38,0.53,Matches
441,Theodoros Venetikidis,gr GRE,GK,Larissa,24,2001,9,9,810,9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
442,Benjamin Verbič,si SVN,MF,Levadiakos,31,1993,20,11,889,9.9,5,1,6,5,0,0,4,0,0.51,0.1,0.61,0.51,0.61,Matches
443,Marios Vichos,gr GRE,DF,Levadiakos,25,2000,32,32,"2,871",31.9,2,1,3,1,1,1,2,0,0.06,0.03,0.09,0.03,0.06,Matches
444,Domagoj Vida,hr CRO,DF,AEK Athens,36,1989,13,12,"1,107",12.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
445,Farley Vieira Rosa,br BRA,MF,Panetolikos,31,1994,14,14,"1,035",11.5,3,2,5,3,0,1,2,0,0.26,0.17,0.43,0.26,0.43,Matches
446,Emanuel Vignato,it ITA,MF,Larissa,24,2000,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
447,Tonny Vilhena,nl NED,MF,Panathinaikos,30,1995,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
448,Lucas Villafáñez,ar ARG,MF,AE Kifisia,33,1991,12,6,452,5,0,1,1,0,0,0,4,0,0,0.2,0.2,0,0.2,Matches
449,Alessandro Vogliacco,it ITA,DF,PAOK,26,1998,8,7,612,6.8,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
450,Michalis Voriazidis,gr GRE,MF,Aris,20,2004,2,1,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Ilija Vukotić,me MNE,MF,OFI Crete,26,1999,12,1,261,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
452,Moussa Wagué,sn SEN,"MF,DF",Panserraikos,26,1998,7,3,274,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
453,Amr Warda,eg EGY,MF,Larissa,31,1993,8,5,414,4.6,1,1,2,1,0,0,1,0,0.22,0.22,0.43,0.22,0.43,Matches
454,Tom van Weert,nl NED,FW,Atromitos,35,1990,20,2,392,4.4,1,1,2,0,1,1,0,0,0.23,0.23,0.46,0,0.23,Matches
455,Vasilios Xenopoulos,gr GRE,GK,AE Kifisia,27,1998,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
456,Evgeniy Yablonskiy,by BLR,"MF,DF",Asteras Tripoli,30,1995,18,15,"1,172",13,0,1,1,0,0,0,3,1,0,0.08,0.08,0,0.08,Matches
457,Roman Yaremchuk,ua UKR,FW,Olympiacos,29,1995,10,2,292,3.2,0,1,1,0,0,0,1,0,0,0.31,0.31,0,0.31,Matches
458,Yusuf Yazıcı,tr TUR,MF,Olympiacos,28,1997,21,2,364,4,2,2,4,2,0,1,0,0,0.49,0.49,0.99,0.49,0.99,Matches
459,Christos Zafeiris,gr GRE,MF,PAOK,22,2003,16,16,"1,314",14.6,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
460,Franco Zanelatto,pe PER,"FW,MF",OFI Crete,25,2000,3,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Anass Zaroury,ma MAR,MF,Panathinaikos,24,2000,29,16,"1,616",18,4,2,6,2,2,2,1,0,0.22,0.11,0.33,0.11,0.22,Matches
462,Antonio Zarzana,es ESP,FW,Volos N.F.C.,23,2002,5,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
463,Zini,ao ANG,FW,AEK Athens,23,2002,18,8,693,7.7,3,0,3,3,0,0,1,0,0.39,0,0.39,0.39,0.39,Matches
464,Andrija Živković,rs SRB,MF,PAOK,29,1996,24,21,"1,910",21.2,3,12,15,2,1,2,8,0,0.14,0.57,0.71,0.09,0.66,Matches
465,Steven Zuber,ch SUI,"MF,FW",Atromitos,33,1991,18,15,"1,324",14.7,7,0,7,6,1,1,3,1,0.48,0,0.48,0.41,0.41,Matches
466,Filip Đuričić,rs SRB,"MF,FW",Panathinaikos,33,1992,20,10,976,10.8,3,1,4,3,0,1,5,0,0.28,0.09,0.37,0.28,0.37,Matches
