Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
147,Sinoxolo Kwayiba,za RSA,FW,Chippa United,29-109,1997,15,15,"1,270",14.1,6,1,7,5,1,1,1,0,0.43,0.07,0.5,0.35,0.43,Matches
148,Zitha Kwinika,za RSA,DF,Kaizer Chiefs,32-151,1994,14,13,"1,225",13.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
149,Lyle Lakay,za RSA,"MF,DF",Siwelele,34-291,1991,10,2,341,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
150,Sikhosonke Langa,,DF,Sekhukhune United FC,,,11,5,572,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Lee Langeveldt,za RSA,GK,Stellenbosch FC,39-206,1986,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
152,Renaldo Leaner,za RSA,GK,Sekhukhune United FC,28-112,1998,18,18,"1,609",17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
153,Thabiso Lebitso,za RSA,DF,Orlando Pirates,29-341,1996,7,7,623,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
154,Mosa Lebusa,za RSA,DF,Stellenbosch FC,33-237,1992,11,11,980,10.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
155,Mosa Lebusa,za RSA,DF,Mamelodi Sundowns,33-237,1992,6,4,333,3.7,0,1,1,0,0,0,0,0,0,0.27,0.27,0,0.27,Matches
156,Kabelo Lekalakala,za RSA,DF,Siwelele,23-051,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
