,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
160,Simon Graves Jensen,dk DEN,DF,Zwolle,26,1999,32,30,"2,680",29.8,0,2,2,0,0,0,5,0,0,0.07,0.07,0,0.07,Matches
161,Leo Greiml,at AUT,DF,NAC Breda,24,2001,14,14,"1,130",12.6,1,0,1,1,0,0,2,1,0.08,0,0.08,0.08,0.08,Matches
162,Nesto Groen,nl NED,FW,Excelsior,21,2004,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
163,Nigel Groenewald,nl NED,FW,Twente,18,2007,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
164,Illai Grootfaam,nl NED,MF,Feyenoord,15,2010,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Eser Gürbüz,nl NED,MF,Heerenveen,18,2007,16,1,305,3.4,1,0,1,1,0,0,1,0,0.3,0,0.3,0.3,0.3,Matches
166,Jonathan de Guzmán,nl NED,MF,Sparta Rotterdam,37,1987,6,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
167,Milan de Haan,nl NED,MF,Volendam,21,2003,2,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
168,Anis Hadj Moussa,dz ALG,"MF,FW",Feyenoord,23,2002,30,30,"2,545",28.3,11,6,17,11,0,0,4,1,0.39,0.21,0.6,0.39,0.6,Matches
169,Sebastiaan Hagedoorn,nl NED,FW,Telstar,20,2004,8,0,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
170,Alen Halilović,hr CRO,MF,Fortuna Sittard,29,1996,5,0,35,0.4,0,1,1,0,0,0,0,0,0,2.57,2.57,0,2.57,Matches
171,Sébastien Haller,ci CIV,FW,Utrecht,31,1994,21,10,956,10.6,1,3,4,1,0,0,1,0,0.09,0.28,0.38,0.09,0.38,Matches
172,Tarik Hamamiogl,nl NED,FW,Heracles Almelo,16,2008,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Mo Hamdaoui,nl NED,"FW,MF",Telstar,32,1993,7,0,76,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
174,Noa El Hamdaoui,,MF,Excelsior,,,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
175,Isak Hansen-Aarøen,no NOR,MF,NEC Nijmegen,20,2004,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Emil Hansson,se SWE,"MF,FW",Excelsior,27,1998,12,8,576,6.4,1,1,2,1,0,0,1,0,0.16,0.16,0.31,0.16,0.31,Matches
177,Jeff Hardeveld,nl NED,"MF,DF",Telstar,30,1995,34,34,"2,975",33.1,6,7,13,6,0,0,1,0,0.18,0.21,0.39,0.18,0.39,Matches
178,Lennard Hartjes,nl NED,MF,Excelsior,22,2003,21,21,"1,552",17.2,1,0,1,1,0,0,1,0,0.06,0,0.06,0.06,0.06,Matches
179,Cedric Hatenboer,nl NED,MF,Telstar,20,2005,15,15,"1,137",12.6,0,3,3,0,0,0,0,1,0,0.24,0.24,0,0.24,Matches
180,Travis Hearnes,no NOR,MF,Groningen,19,2005,10,2,278,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
181,Stan Henderikx,nl NED,DF,Excelsior,22,2003,10,5,531,5.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
182,Lucas Vennegoor of Hesselink,nl NED,FW,Twente,19,2006,5,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
183,Soufiane Hetli,nl NED,"FW,MF",Telstar,24,2001,31,19,"1,613",17.9,3,1,4,3,0,1,2,0,0.17,0.06,0.22,0.17,0.22,Matches
184,Rio Hillen,nl NED,DF,NAC Breda,22,2003,26,24,"2,001",22.2,0,1,1,0,0,0,9,1,0,0.04,0.04,0,0.04,Matches
185,Mark Hoekstra,nl NED,FW,Groningen,19,2006,4,0,37,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
186,Tijmen Holla,,GK,Excelsior,,,1,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Lewis Holtby,de GER,"MF,FW",NAC Breda,34,1990,30,25,"1,927",21.4,1,5,6,1,0,0,2,1,0.05,0.23,0.28,0.05,0.28,Matches
188,Sydney van Hooijdonk,nl NED,FW,NAC Breda,25,2000,18,15,"1,194",13.3,5,0,5,3,2,2,1,1,0.38,0,0.38,0.23,0.23,Matches
189,Nikolai Hopland,no NOR,DF,Heerenveen,21,2004,18,5,535,5.9,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
190,Siebe Horemans,be BEL,DF,Utrecht,27,1998,27,19,"1,728",19.2,0,1,1,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
191,Jizz Hornkamp,nl NED,FW,AZ Alkmaar,27,1998,8,2,232,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
192,Jizz Hornkamp,nl NED,FW,Heracles Almelo,27,1998,14,14,"1,109",12.3,10,1,11,9,1,1,2,1,0.81,0.08,0.89,0.73,0.81,Matches
193,Ajdin Hrustic,au AUS,MF,Heracles Almelo,29,1996,27,25,"2,220",24.7,1,6,7,1,0,0,5,0,0.04,0.24,0.28,0.04,0.28,Matches
194,Justin Hubner,id IDN,"DF,MF",Fortuna Sittard,21,2003,25,15,"1,495",16.6,2,1,3,2,0,0,7,1,0.12,0.06,0.18,0.12,0.18,Matches
195,Rion Ichihara,jp JPN,DF,AZ Alkmaar,20,2005,2,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
196,Joël Ideho,nl NED,MF,Volendam,22,2003,25,10,"1,136",12.6,1,1,2,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches
197,Younes Taha El Idrissi,ma MAR,"MF,FW",Groningen,22,2002,33,33,"2,678",29.8,5,9,14,5,0,0,6,0,0.17,0.3,0.47,0.17,0.47,Matches
198,Mohammed Ihattaren,nl NED,"MF,FW",Fortuna Sittard,23,2002,28,23,"1,930",21.4,6,10,16,3,3,3,4,0,0.28,0.47,0.75,0.14,0.61,Matches
199,Hwang In-beom,kr KOR,MF,Feyenoord,28,1996,17,12,981,10.9,1,3,4,1,0,0,2,0,0.09,0.28,0.37,0.09,0.37,Matches
200,Stefán Ingi Sigurðarson,is ISL,FW,Go Ahead Eagles,24,2001,14,8,635,7.1,3,0,3,3,0,0,0,0,0.43,0,0.43,0.43,0.43,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Zidane Iqbal,iq IRQ,MF,Utrecht,22,2003,5,3,254,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
202,Ko Itakura,jp JPN,"DF,MF",Ajax,28,1997,18,16,"1,341",14.9,1,0,1,1,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
203,Dean James,id IDN,DF,Go Ahead Eagles,25,2000,26,18,"1,617",18,1,1,2,1,0,0,5,1,0.06,0.06,0.11,0.06,0.11,Matches
204,Dies Janse,nl NED,DF,Groningen,19,2006,31,30,"2,725",30.3,2,2,4,2,0,0,6,0,0.07,0.07,0.13,0.07,0.13,Matches
205,Rijk Janse,nl NED,GK,NEC Nijmegen,23,2002,1,0,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
206,Timo Jansink,nl NED,GK,Heracles Almelo,22,2003,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
207,Simon Janssen,nl NED,DF,Excelsior,24,2000,13,5,510,5.7,0,1,1,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
208,Vitezslav Jaros,cz CZE,GK,Ajax,24,2001,19,19,"1,710",19,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
209,Malcolm Jeng,se SWE,DF,Feyenoord,20,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
210,Isak Jensen,dk DEN,"MF,FW",AZ Alkmaar,21,2003,33,23,"2,035",22.6,2,4,6,2,0,0,0,0,0.09,0.18,0.27,0.09,0.27,Matches
211,Victor Jensen,dk DEN,"MF,FW",Utrecht,25,2000,8,7,537,6,5,0,5,5,0,0,1,0,0.84,0,0.84,0.84,0.84,Matches
212,Jinairo Johnson,nl NED,DF,Ajax,18,2007,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
213,Owen Johnson,nl NED,FW,Fortuna Sittard,19,2005,4,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
214,Miliano Jonathans,id IDN,MF,Utrecht,21,2004,7,2,273,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
215,Miliano Jonathans,id IDN,MF,Excelsior,21,2004,9,1,227,2.5,2,0,2,2,0,0,1,0,0.79,0,0.79,0.79,0.79,Matches
216,Tika de Jonge,nl NED,MF,Groningen,22,2003,28,25,"2,041",22.7,3,1,4,3,0,0,3,0,0.13,0.04,0.18,0.13,0.18,Matches
217,Mauro Júnior,br BRA,"DF,MF",PSV,26,1999,26,24,"2,078",23.1,1,9,10,1,0,0,2,0,0.04,0.39,0.43,0.04,0.43,Matches
218,Hidde Jurjus,nl NED,GK,Groningen,31,1994,7,5,548,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
219,Youssef El Kachati,nl NED,FW,NEC Nijmegen,25,1999,19,1,516,5.7,3,2,5,3,0,0,0,0,0.52,0.35,0.87,0.52,0.87,Matches
220,Jochem van de Kamp,nl NED,"MF,FW",Telstar,21,2003,28,23,"2,037",22.6,7,1,8,7,0,0,4,0,0.31,0.04,0.35,0.31,0.35,Matches
221,Ahmetcan Kaplan,tr TUR,DF,NEC Nijmegen,22,2003,25,23,"2,044",22.7,1,0,1,1,0,0,10,0,0.04,0,0.04,0.04,0.04,Matches
222,Jesper Karlsson,se SWE,"MF,FW",Utrecht,27,1998,16,5,537,6,4,1,5,4,0,0,2,0,0.67,0.17,0.84,0.67,0.84,Matches
223,Souffian El Karouani,ma MAR,DF,Utrecht,24,2000,32,32,"2,833",31.5,2,11,13,2,0,0,3,0,0.06,0.35,0.41,0.06,0.41,Matches
224,Neraysho Kasanwirjo,nl NED,"DF,MF",Fortuna Sittard,23,2002,16,14,"1,320",14.7,0,2,2,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
225,Denso Kasius,nl NED,DF,AZ Alkmaar,22,2002,17,13,"1,219",13.5,2,2,4,2,0,0,3,0,0.15,0.15,0.3,0.15,0.3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Fabian de Keijzer,nl NED,GK,Heracles Almelo,25,2000,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
227,Boy Kemper,nl NED,DF,NAC Breda,26,1999,32,32,"2,818",31.3,5,3,8,4,1,1,3,0,0.16,0.1,0.26,0.13,0.22,Matches
228,Marko Kerkez,rs SRB,DF,Fortuna Sittard,25,2000,3,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
229,Kevin Kers,nl NED,FW,NEC Nijmegen,19,2006,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
230,Sam Kersten,nl NED,DF,Heerenveen,27,1998,31,27,"2,350",26.1,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
231,Joshua Kitolano,no NOR,MF,Sparta Rotterdam,23,2001,32,30,"2,623",29.1,5,2,7,5,0,0,3,0,0.17,0.07,0.24,0.17,0.24,Matches
232,Mathias Kjølø,no NOR,MF,Twente,24,2001,19,3,533,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
233,Davy Klaassen,nl NED,MF,Ajax,32,1993,29,21,"1,781",19.8,6,2,8,6,0,0,1,0,0.3,0.1,0.4,0.3,0.4,Matches
234,Bernt Klaverboer,nl NED,GK,Heerenveen,19,2005,29,29,"2,610",29,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
235,Mike Kleijn,nl NED,DF,Sparta Rotterdam,20,2005,11,4,444,4.9,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
236,Ronald Koeman Jr.,nl NED,GK,Telstar,30,1995,33,33,"2,958",32.9,1,0,1,0,1,1,3,0,0.03,0,0.03,0,0,Matches
237,Ozan Kökcü,az AZE,MF,Volendam,26,1998,28,18,"1,571",17.5,1,2,3,1,0,0,2,0,0.06,0.11,0.17,0.06,0.17,Matches
238,Jim Koller,nl NED,MF,PSV,18,2007,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
239,Don-Angelo Konadu,nl NED,FW,Ajax,19,2006,9,2,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
240,Terence Kongolo,nl NED,DF,NAC Breda,31,1994,5,1,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
241,Luuk Koopmans,nl NED,GK,Fortuna Sittard,31,1993,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
242,Peer Koopmeiners,nl NED,MF,AZ Alkmaar,25,2000,29,24,"2,134",23.7,2,0,2,2,0,0,5,0,0.08,0,0.08,0.08,0.08,Matches
243,Hasip Korkmazyürek,de GER,MF,Fortuna Sittard,22,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
244,Koen Kostons,nl NED,FW,Zwolle,25,1999,34,34,"2,882",32,11,6,17,11,0,0,2,0,0.34,0.19,0.53,0.34,0.53,Matches
245,Devon Koswal,nl NED,DF,Telstar,21,2003,25,18,"1,635",18.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
246,Bendegúz Kovács,hu HUN,FW,AZ Alkmaar,18,2007,3,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
247,Matej Kovar,cz CZE,GK,PSV,25,2000,31,31,"2,790",31,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
248,Thijs Kraaijeveld,nl NED,"MF,DF",Feyenoord,18,2007,15,8,745,8.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
249,Joris Kramer,nl NED,DF,Go Ahead Eagles,28,1996,34,34,"3,015",33.5,1,3,4,1,0,0,2,0,0.03,0.09,0.12,0.03,0.12,Matches
250,Rodney Kroeze,nl NED,DF,Zwolle,21,2004,1,0,18,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Bas Kuipers,nl NED,DF,Twente,30,1994,7,0,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
252,Luka Kulenović,ba BIH,FW,Heracles Almelo,25,1999,29,16,"1,632",18.1,5,3,8,3,2,2,1,1,0.28,0.17,0.44,0.17,0.33,Matches
253,Brandley Kuwas,cw CUW,"MF,FW",Volendam,32,1992,32,23,"2,019",22.4,5,4,9,3,2,2,4,0,0.22,0.18,0.4,0.13,0.31,Matches
254,Dave Kwakman,nl NED,MF,AZ Alkmaar,20,2004,6,0,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
255,Dave Kwakman,nl NED,MF,Volendam,20,2004,10,9,724,8,0,4,4,0,0,0,1,0,0,0.5,0.5,0,0.5,Matches
256,Sam de Laat,nl NED,MF,NEC Nijmegen,19,2006,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
257,Samir Lagsir,nl NED,MF,Zwolle,22,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
258,Sam Lammers,nl NED,FW,Twente,28,1997,25,17,"1,545",17.2,6,7,13,4,2,2,0,0,0.35,0.41,0.76,0.23,0.64,Matches
259,Kostas Lamprou,gr GRE,GK,NAC Breda,33,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
260,Tygo Land,nl NED,MF,Groningen,19,2006,28,16,"1,516",16.8,3,1,4,3,0,0,5,1,0.18,0.06,0.24,0.18,0.24,Matches
261,Tygo Land,nl NED,MF,PSV,19,2006,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Amin Laoukili,nl NED,MF,Fortuna Sittard,20,2005,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
263,Cyle Larin,ca CAN,MF,Feyenoord,30,1995,8,1,158,1.8,0,1,1,0,0,0,1,0,0,0.57,0.57,0,0.57,Matches
264,Tobias Lauritsen,no NOR,FW,Sparta Rotterdam,27,1997,34,34,"3,039",33.8,12,5,17,9,3,3,4,0,0.36,0.15,0.5,0.27,0.41,Matches
265,Noé Lebreton,fr FRA,MF,NEC Nijmegen,21,2004,22,15,"1,434",15.9,5,4,9,5,0,0,4,0,0.31,0.25,0.56,0.31,0.56,Matches
266,Adil Lechkar,nl NED,MF,Telstar,23,2001,16,1,276,3.1,0,2,2,0,0,0,2,0,0,0.65,0.65,0,0.65,Matches
267,Clint Leemans,nl NED,"DF,MF",NAC Breda,29,1995,31,15,"1,368",15.2,1,0,1,0,1,1,4,0,0.07,0,0.07,0,0,Matches
268,Yannick Leliendal,sr SUR,DF,Volendam,23,2002,32,31,"2,743",30.5,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,Matches
269,Stav Lemkin,il ISR,DF,Twente,22,2003,25,23,"2,041",22.7,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
270,Bryan Limbombe,be BEL,"MF,FW",Heracles Almelo,24,2001,22,16,"1,304",14.5,1,3,4,1,0,0,1,0,0.07,0.21,0.28,0.07,0.28,Matches
271,Dimitris Limnios,gr GRE,"MF,FW",Fortuna Sittard,27,1998,34,28,"2,166",24.1,2,6,8,2,0,0,1,0,0.08,0.25,0.33,0.08,0.33,Matches
272,Marcus Linday,se SWE,MF,Heerenveen,22,2003,32,27,"2,304",25.6,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches
273,Bryan Linssen,nl NED,"FW,MF",NEC Nijmegen,34,1990,32,31,"2,224",24.7,12,7,19,12,0,0,6,0,0.49,0.28,0.77,0.49,0.77,Matches
274,Evert Linthorst,nl NED,MF,Go Ahead Eagles,25,2000,29,16,"1,485",16.5,1,2,3,1,0,0,3,0,0.06,0.12,0.18,0.06,0.18,Matches
275,Justin Lonwijk,sr SUR,MF,Fortuna Sittard,25,1999,15,12,900,10,4,0,4,4,0,0,1,0,0.4,0,0.4,0.4,0.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Jordan Lotomba,ch SUI,DF,Feyenoord,26,1998,20,8,927,10.3,0,1,1,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
277,Sayfallah Ltaief,tn TUN,"FW,MF",Sparta Rotterdam,25,2000,9,7,506,5.6,1,0,1,1,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
278,Boyd Lucassen,nl NED,"DF,MF",NAC Breda,27,1998,20,13,"1,104",12.3,1,0,1,1,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
279,Younes Jaber el Maftahi,nl NED,MF,Sparta Rotterdam,17,2007,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
280,Enes Mahmutovic,lu LUX,DF,NAC Breda,28,1997,15,7,738,8.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
281,Seiya Maikuma,jp JPN,DF,AZ Alkmaar,27,1997,7,1,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
282,Dion Malone,sr SUR,"DF,MF",Telstar,36,1989,11,0,204,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
283,Dennis Man,ro ROU,"MF,FW",PSV,26,1998,25,20,"1,488",16.5,7,7,14,7,0,0,2,0,0.42,0.42,0.85,0.42,0.85,Matches
284,Richonell Margaret,sr SUR,"MF,FW",Go Ahead Eagles,24,2000,22,13,"1,031",11.5,1,2,3,1,0,0,3,0,0.09,0.17,0.26,0.09,0.26,Matches
285,Iván Márquez,es ESP,DF,Fortuna Sittard,31,1994,32,28,"2,501",27.8,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches
286,Nolan Martens,be BEL,DF,Excelsior,21,2004,9,6,478,5.3,0,1,1,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
287,Bruno Martins Indi,nl NED,DF,Sparta Rotterdam,33,1992,27,26,"2,206",24.5,1,0,1,1,0,0,5,1,0.04,0,0.04,0.04,0.04,Matches
288,Myron Mau-Asam,nl NED,MF,Volendam,21,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Dylan Mbayo,be BEL,"MF,FW",Zwolle,23,2001,14,5,521,5.8,0,1,1,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
290,Xavier Mbuyamba,nl NED,"DF,MF",Volendam,23,2001,16,6,748,8.3,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
291,James McConnell,eng ENG,MF,Ajax,20,2004,4,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
292,Mexx Meerdink,nl NED,FW,AZ Alkmaar,22,2003,19,9,885,9.8,5,1,6,3,2,2,2,0,0.51,0.1,0.61,0.31,0.41,Matches
293,Ringo Meerveld,nl NED,MF,Heerenveen,24,2000,30,29,"2,423",26.9,6,3,9,6,0,0,1,0,0.22,0.11,0.33,0.22,0.33,Matches
294,Aaron Meijers,nl NED,DF,Volendam,37,1987,12,5,499,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
295,Rick Meissen,nl NED,DF,Excelsior,23,2002,33,28,"2,511",27.9,0,3,3,0,0,0,4,0,0,0.11,0.11,0,0.11,Matches
296,Houboulang Mendes,gw GNB,DF,Fortuna Sittard,27,1998,6,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
297,Rui Mendes,de GER,MF,Groningen,25,1999,5,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
298,Tyrique Mercera,cw CUW,DF,Groningen,21,2003,22,7,865,9.6,0,1,1,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
299,Fabian Merién,nl NED,DF,PSV,16,2008,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
300,Dylan Mertens,nl NED,MF,Telstar,30,1995,20,4,485,5.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Ivan Mesík,sk SVK,DF,Heracles Almelo,24,2001,30,30,"2,629",29.2,2,0,2,2,0,0,7,0,0.07,0,0.07,0.07,0.07,Matches
302,Ryan Metu,nl NED,FW,Groningen,16,2008,7,0,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
303,Melle Meulensteen,nl NED,"MF,DF",Go Ahead Eagles,26,1999,34,33,"2,826",31.4,5,1,6,5,0,0,2,0,0.16,0.03,0.19,0.16,0.19,Matches
304,Edouard Michut,fr FRA,MF,Fortuna Sittard,22,2003,20,17,"1,591",17.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
305,Stijn Middendorp,,MF,Excelsior,,,6,2,199,2.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
306,Sven Mijnans,nl NED,MF,AZ Alkmaar,25,2000,30,27,"2,348",26.1,11,6,17,11,0,1,1,0,0.42,0.23,0.65,0.42,0.65,Matches
307,David Min,nl NED,"FW,MF",Utrecht,26,1999,23,7,893,9.9,4,1,5,4,0,0,1,0,0.4,0.1,0.5,0.4,0.5,Matches
308,Damon Mirani,nl NED,DF,Heracles Almelo,29,1996,33,33,"2,929",32.5,3,0,3,3,0,0,6,0,0.09,0,0.09,0.09,0.09,Matches
309,Virgil Misidjan,sr SUR,MF,NEC Nijmegen,32,1993,17,4,542,6,1,2,3,1,0,0,1,0,0.17,0.33,0.5,0.17,0.5,Matches
310,Shunsuke Mito,jp JPN,"MF,FW",Sparta Rotterdam,22,2002,25,23,"1,861",20.7,7,3,10,7,0,0,0,0,0.34,0.15,0.48,0.34,0.48,Matches
311,Stefan Mitrović,rs SRB,"MF,FW",Excelsior,22,2002,9,2,261,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
312,Jakub Moder,pl POL,"MF,FW",Feyenoord,26,1999,10,9,803,8.9,1,1,2,0,1,1,3,0,0.11,0.11,0.22,0,0.11,Matches
313,Jorthy Mokio,be BEL,"MF,DF",Ajax,17,2008,26,13,"1,328",14.8,2,2,4,2,0,0,1,0,0.14,0.14,0.27,0.14,0.27,Matches
314,Jamiro Monteiro,cv CPV,MF,Zwolle,31,1993,21,17,"1,269",14.1,2,3,5,2,0,0,0,1,0.14,0.21,0.35,0.14,0.35,Matches
315,Raúl Moro,es ESP,"MF,FW",Ajax,22,2002,14,7,562,6.2,0,1,1,0,0,0,1,0,0,0.16,0.16,0,0.16,Matches
316,Robert Mühren,nl NED,MF,Volendam,36,1989,31,5,855,9.5,6,1,7,6,0,0,0,0,0.63,0.11,0.74,0.63,0.74,Matches
317,Derry Murkin,eng ENG,"DF,MF",Utrecht,26,1999,9,4,353,3.9,2,3,5,2,0,0,1,0,0.51,0.76,1.27,0.51,1.27,Matches
318,Chris Nadje,fr FRA,MF,Excelsior,23,2001,7,2,237,2.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
319,Younes Namli,dk DEN,"MF,FW",Zwolle,31,1994,13,12,"1,052",11.7,2,4,6,2,0,0,1,0,0.17,0.34,0.51,0.17,0.51,Matches
320,Pharrel Nana Yaw Yiadom Nash,nl NED,FW,Ajax,17,2008,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Mohamed Nassoh,nl NED,MF,NAC Breda,22,2003,28,20,"1,820",20.2,5,1,6,5,0,0,4,1,0.25,0.05,0.3,0.25,0.3,Matches
322,Gerrit Nauber,de GER,DF,Go Ahead Eagles,33,1992,9,9,798,8.9,2,0,2,2,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
323,Noah Naujoks,nl NED,"MF,FW",Excelsior,23,2002,31,29,"2,321",25.8,10,1,11,8,2,2,3,0,0.39,0.04,0.43,0.31,0.35,Matches
324,Darko Nejašmić,hr CRO,MF,NEC Nijmegen,26,1999,29,26,"2,311",25.7,4,1,5,4,0,0,3,0,0.16,0.04,0.19,0.16,0.19,Matches
325,Bart Nieuwkoop,nl NED,DF,Feyenoord,29,1996,17,5,545,6.1,1,0,1,1,0,0,3,0,0.17,0,0.17,0.17,0.17,Matches
