Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
55,Sajjad Ashouri,ir IRN,FW,Malavan,33,1992,3,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
56,Sajjad Ashouri,ir IRN,FW,Fajr Sepasi,33,1992,4,2,196,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
57,Rustam Ashurmatov,uz UZB,DF,Esteghlal,29,1996,14,13,"1,178",13.1,1,0,1,1,0,0,6,0,0.08,0,0.08,0.08,0.08,Matches
58,Mohammad Askari,ir IRN,MF,Sepahan,19,2006,10,7,572,6.4,3,0,3,3,0,0,2,0,0.47,0,0.47,0.47,0.47,Matches
59,Stefan Aškovski,mk MKD,"DF,FW",Mes Rafsanjan,33,1992,3,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
60,Serge Aurier,ci CIV,"DF,MF",Persepolis,32,1992,5,3,268,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
61,Mohammad Azadeh,ir IRN,MF,Shams Azar,25,1999,19,18,"1,560",17.3,1,0,1,1,0,0,4,1,0.06,0,0.06,0.06,0.06,Matches
62,Mohammadreza Azadi,ir IRN,FW,Esteghlal,25,1999,15,4,443,4.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
63,Ali Azadmanesh,,DF,Paykan,30,1994,7,7,517,5.7,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
64,Ali Azadmanesh,,DF,Kheybar,30,1994,7,4,374,4.2,1,0,1,0,1,1,0,0,0.24,0,0.24,0,0,Matches
65,Mohsen Azarbad,ir IRN,MF,Paykan,35,1989,17,13,"1,036",11.5,0,2,2,0,0,0,2,0,0,0.17,0.17,0,0.17,Matches
66,Mohammad Azhir,,DF,Fajr Sepasi,,,20,18,"1,652",18.4,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,Matches
67,Esmaeil Babaei,ir IRN,MF,Kheybar,28,1997,23,22,"1,909",21.2,3,1,4,2,1,1,3,0,0.14,0.05,0.19,0.09,0.14,Matches
68,Peyman Babaei,ir IRN,FW,Fajr Sepasi,31,1994,7,1,219,2.4,0,1,1,0,0,0,1,0,0,0.41,0.41,0,0.41,Matches
69,Milad Badragheh,ir IRN,MF,Aluminium Arak,28,1996,5,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
70,Hadi Baghban,,MF,Zob Ahan,,,5,0,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
71,Arshia Bagheri,,FW,Foolad,,,8,0,107,1.2,0,1,1,0,0,0,0,0,0,0.84,0.84,0,0.84,Matches
72,Farshid Bagheri,ir IRN,MF,Paykan,33,1992,5,3,253,2.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
73,Mansour Bagheri,ir IRN,MF,Paykan,26,1998,13,8,819,9.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
74,Mansour Bagheri,ir IRN,MF,Aluminium Arak,26,1998,7,7,550,6.1,0,2,2,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
75,Milad Bagheri,,DF,Paykan,30,1994,16,13,"1,075",11.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
