Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
100,Germán Ferreyra,ar ARG,DF,Melb City,29,1996,25,25,"2,222",24.7,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Van Fitzharris,nz NZL,MF,Auckland FC,17,2008,2,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
102,Ben Folami,au AUS,MF,Adelaide United,26,1999,6,0,72,0.8,0,1,1,0,0,0,0,0,0,1.25,1.25,0,1.25,Matches
103,Riley Foxe,au AUS,DF,Perth Glory,18,2006,4,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
104,Marin France,au AUS,MF,Sydney FC,18,2007,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
105,Marlee Francois,au AUS,MF,Auckland FC,22,2002,13,4,324,3.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
106,Ryan Fraser,sct SCO,"MF,FW",Western Sydney Wanderers,31,1994,12,10,866,9.6,4,3,7,4,0,0,0,0,0.42,0.31,0.73,0.42,0.73,Matches
107,Macklin Freke,au AUS,GK,Brisbane,26,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
108,William Freney,au AUS,MF,Perth Glory,19,2005,23,19,"1,720",19.1,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
109,Oscar Fryer,au AUS,MF,Newcastle Jets,19,2006,3,1,125,1.4,1,0,1,1,0,0,0,0,0.72,0,0.72,0.72,0.72,Matches
110,Felipe Gallegos,cl CHI,MF,Auckland FC,33,1991,24,17,"1,355",15.1,1,1,2,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,Matches
111,Ben Garuccio,au AUS,DF,Sydney FC,30,1995,20,19,"1,715",19.1,1,3,4,1,0,0,2,0,0.05,0.16,0.21,0.05,0.21,Matches
112,Joey Garuccio,au AUS,FW,Adelaide United,18,2006,7,0,113,1.3,1,0,1,1,0,0,0,0,0.8,0,0.8,0.8,0.8,Matches
113,Denis Genreau,au AUS,MF,Melbourne Victory,26,1999,24,21,"1,766",19.6,2,5,7,2,0,0,4,1,0.1,0.25,0.36,0.1,0.36,Matches
114,Alex Gersbach,au AUS,DF,Western Sydney Wanderers,28,1997,22,20,"1,691",18.8,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches
115,Ben Gibson,au AUS,"FW,MF",Newcastle Jets,22,2003,25,7,698,7.8,4,1,5,4,0,0,0,0,0.52,0.13,0.64,0.52,0.64,Matches
116,Liam Gillion,nz NZL,FW,Auckland FC,22,2002,5,0,102,1.1,0,1,1,0,0,0,0,0,0,0.88,0.88,0,0.88,Matches
117,Jake Girdwood-Reich,au AUS,DF,Auckland FC,21,2004,25,21,"1,982",22,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
118,Craig Goodwin,au AUS,"MF,FW",Adelaide United,33,1991,16,15,"1,170",13,3,4,7,3,0,1,3,0,0.23,0.31,0.54,0.23,0.54,Matches
119,Alex Grant,au AUS,DF,Sydney FC,31,1994,22,21,"1,859",20.7,1,0,1,1,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
120,Rhyan Grant,au AUS,DF,Sydney FC,34,1991,26,26,"2,340",26,0,1,1,0,0,0,5,0,0,0.04,0.04,0,0.04,Matches
121,Matthew Grimaldi,au AUS,MF,Melbourne Victory,21,2003,26,8,989,11,2,3,5,2,0,0,1,0,0.18,0.27,0.46,0.18,0.46,Matches
122,Kostandinos Grozos,au AUS,"MF,DF",Newcastle Jets,24,2000,18,15,"1,206",13.4,0,2,2,0,0,0,2,0,0,0.15,0.15,0,0.15,Matches
123,Šime Gržan,hr CRO,"MF,DF",Macarthur FC,31,1994,17,15,"1,145",12.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
124,Daniel Hall,au AUS,DF,Auckland FC,26,1999,25,25,"2,207",24.5,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
125,Ben Halloran,au AUS,"FW,MF",Brisbane,33,1992,5,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Brendan Hamill,au AUS,DF,Melbourne Victory,32,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
127,Aydan Hammond,au AUS,MF,Western Sydney Wanderers,21,2003,19,7,828,9.2,1,0,1,1,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
128,Al Hassan Toure,au AUS,MF,Sydney FC,25,2000,20,14,"1,091",12.1,5,1,6,5,0,0,1,0,0.41,0.08,0.49,0.41,0.49,Matches
129,Zane Helweh,au AUS,FW,Macarthur FC,19,2006,6,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
130,Diesel Herrington,au AUS,DF,Central Coast Mariners,21,2004,6,2,240,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
131,Lucas Herrington,au AUS,DF,Brisbane,17,2007,11,10,931,10.3,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
132,James Hilton,au AUS,GK,Auckland FC,22,2002,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
133,Corey Hollman,au AUS,MF,Sydney FC,21,2003,10,5,497,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Jordan Holmes,au AUS,GK,Western Sydney Wanderers,28,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
135,Henry Hore,au AUS,MF,Brisbane,25,1999,16,11,"1,002",11.1,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
136,Cameron Howieson,nz NZL,MF,Auckland FC,30,1994,21,7,776,8.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
137,Isaac Hughes,nz NZL,DF,Wellington Phoenix,21,2004,23,23,"2,005",22.3,2,1,3,2,0,0,4,0,0.09,0.04,0.13,0.09,0.13,Matches
138,Hiroshi Ibusuki,jp JPN,FW,Western Sydney Wanderers,34,1991,8,0,146,1.6,1,0,1,1,0,0,0,0,0.62,0,0.62,0.62,0.62,Matches
139,Chris Ikonomidis,au AUS,MF,Macarthur FC,30,1995,14,5,559,6.2,1,2,3,1,0,0,1,0,0.16,0.32,0.48,0.16,0.48,Matches
140,Joshua Inserra,au AUS,DF,Melbourne Victory,20,2005,11,9,766,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
141,Hideki Ishige,jp JPN,MF,Wellington Phoenix,30,1994,3,2,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
142,Lachlan Jackson,au AUS,DF,Melbourne Victory,30,1995,10,8,705,7.8,1,0,1,1,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
143,Manjrekar James,ca CAN,DF,Wellington Phoenix,31,1993,20,16,"1,464",16.3,2,0,2,1,1,2,1,1,0.12,0,0.12,0.06,0.06,Matches
144,Sabit James,au AUS,"MF,FW",Central Coast Mariners,24,2001,10,8,668,7.4,2,0,2,2,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
145,Keegan Jelacic,nz NZL,MF,Melbourne Victory,23,2002,26,15,"1,286",14.3,5,2,7,5,0,0,2,0,0.35,0.14,0.49,0.35,0.49,Matches
146,Luka Jovanovic,au AUS,FW,Adelaide United,20,2005,23,21,"1,624",18,11,3,14,11,0,0,4,1,0.61,0.17,0.78,0.61,0.78,Matches
147,Matthew Jurman,au AUS,DF,Macarthur FC,35,1989,11,8,699,7.8,1,0,1,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
148,Brian Kaltack,vu VAN,DF,Perth Glory,31,1993,25,25,"2,226",24.7,1,0,1,1,0,0,1,1,0.04,0,0.04,0.04,0.04,Matches
149,Wataru Kamijo,au AUS,MF,Sydney FC,19,2006,11,4,433,4.8,0,1,1,0,0,0,1,0,0,0.21,0.21,0,0.21,Matches
150,Takeshi Kanamori,jp JPN,"MF,FW",Melb City,31,1994,13,10,859,9.5,1,2,3,1,0,0,1,0,0.1,0.21,0.31,0.1,0.31,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Sander Kartum,no NOR,"MF,FW",Wellington Phoenix,29,1995,12,3,311,3.5,2,0,2,2,0,0,1,0,0.58,0,0.58,0.58,0.58,Matches
152,Albert Kelly-Heald,nz NZL,GK,Wellington Phoenix,20,2005,4,3,315,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
153,Lukas Kelly-Heald,nz NZL,DF,Wellington Phoenix,20,2005,23,13,"1,292",14.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
154,Will Kennedy,au AUS,DF,Central Coast Mariners,20,2005,7,2,170,1.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
155,Panagiotis Kikianis,au AUS,DF,Adelaide United,20,2005,23,23,"2,042",22.7,2,0,2,2,0,0,5,0,0.09,0,0.09,0.09,0.09,Matches
156,Joel King,au AUS,DF,Sydney FC,24,2000,9,7,605,6.7,0,1,1,0,0,0,2,0,0,0.15,0.15,0,0.15,Matches
157,Ryan Kitto,au AUS,DF,Adelaide United,30,1994,24,24,"2,068",23,3,1,4,3,0,0,1,0,0.13,0.04,0.17,0.13,0.17,Matches
158,Samuel Klein,au AUS,MF,Brisbane,21,2004,25,25,"2,179",24.2,4,0,4,4,0,0,7,0,0.17,0,0.17,0.17,0.17,Matches
159,Bozhidar Kraev,bg BUL,"MF,FW",Western Sydney Wanderers,28,1997,25,22,"1,979",22,5,2,7,5,0,0,2,0,0.23,0.09,0.32,0.23,0.32,Matches
160,Jaiden Kucharski,au AUS,"MF,FW",Perth Glory,23,2002,19,15,"1,035",11.5,3,3,6,3,0,0,2,0,0.26,0.26,0.52,0.26,0.52,Matches
161,Andreas Kuen,at AUT,MF,Melb City,30,1995,24,20,"1,713",19,2,4,6,2,0,0,7,0,0.11,0.21,0.32,0.11,0.32,Matches
162,Alou Kuol,au AUS,FW,Western Sydney Wanderers,24,2000,14,9,708,7.9,1,0,1,1,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
163,Filip Kurto,pl POL,GK,Macarthur FC,34,1991,19,18,"1,632",18.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
164,Besian Kutleshi,au AUS,"DF,MF",Melb City,16,2009,10,4,385,4.3,0,1,1,0,0,0,2,0,0,0.23,0.23,0,0.23,Matches
165,Tadiwanashe Kuzamba,au AUS,MF,Perth Glory,18,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
166,Joseph Lacey,au AUS,FW,Sydney FC,18,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
167,Jordan Lauton,au AUS,MF,Brisbane,22,2003,19,5,576,6.4,1,0,1,1,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
168,Oliver Lavale,au AUS,"FW,MF",Central Coast Mariners,20,2005,14,12,965,10.7,2,0,2,2,0,0,2,0,0.19,0,0.19,0.19,0.19,Matches
169,Tom Lawrence,wls WAL,"FW,MF",Perth Glory,31,1994,13,13,"1,026",11.4,5,2,7,5,0,0,4,0,0.44,0.18,0.61,0.44,0.61,Matches
170,Andriano Lebib,au AUS,DF,Perth Glory,19,2006,8,2,187,2.1,0,1,1,0,0,0,2,0,0,0.48,0.48,0,0.48,Matches
171,Mathew Leckie,au AUS,MF,Melb City,34,1991,6,3,238,2.6,0,1,1,0,0,0,0,0,0,0.38,0.38,0,0.38,Matches
172,Ryan Lee,nz NZL,DF,Wellington Phoenix,18,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Arthur de Lima,au AUS,"MF,FW",Central Coast Mariners,18,2007,13,3,375,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
174,Zach Lisolajski,au AUS,DF,Perth Glory,19,2005,6,0,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
175,Marius Lode,no NOR,DF,Brisbane,32,1993,9,9,790,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Joe Lolley,eng ENG,MF,Sydney FC,32,1992,14,11,968,10.8,4,2,6,4,0,0,0,0,0.37,0.19,0.56,0.37,0.56,Matches
177,Chris Long,eng ENG,"FW,MF",Brisbane,30,1995,17,14,"1,026",11.4,4,1,5,3,1,1,5,1,0.35,0.09,0.44,0.26,0.35,Matches
178,Alessandro Lopane,au AUS,MF,Melb City,21,2004,7,4,319,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
179,Awan Lual,au AUS,FW,Western Sydney Wanderers,18,2006,12,0,102,1.1,1,0,1,1,0,0,0,0,0.88,0,0.88,0.88,0.88,Matches
180,Austin Ludwik,,DF,Brisbane,,,9,9,790,8.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
181,Mathias Macallister,au AUS,FW,Sydney FC,18,2007,4,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
182,Ryan Mackay,nz NZL,DF,Auckland FC,18,2007,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
183,Quinn Macnicol,au AUS,MF,Brisbane,17,2008,15,1,246,2.7,0,1,1,0,0,0,1,0,0,0.37,0.37,0,0.37,Matches
184,Panashe Madanha,au AUS,"MF,DF",Adelaide United,20,2004,14,2,333,3.7,0,2,2,0,0,0,0,1,0,0.54,0.54,0,0.54,Matches
185,Noah Maieroni,au AUS,MF,Brisbane,19,2005,20,12,"1,105",12.3,0,1,1,0,0,0,8,0,0,0.08,0.08,0,0.08,Matches
186,Jesse Mantell,au AUS,MF,Central Coast Mariners,17,2007,4,3,236,2.6,1,0,1,1,0,0,0,0,0.38,0,0.38,0.38,0.38,Matches
