,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
118,Adam Griger,sk SVK,FW,Hradec Králové,21,2004,19,5,543,6,0,2,2,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
119,Joao Grimaldo,pe PER,"FW,MF",Sparta Prague,22,2003,11,5,405,4.5,1,1,2,1,0,0,0,0,0.22,0.22,0.44,0.22,0.44,Matches
120,Matěj Hadaš,cz CZE,"DF,MF",Sigma Olomouc,21,2003,22,20,"1,806",20.1,0,3,3,0,0,0,3,0,0,0.15,0.15,0,0.15,Matches
121,Denis Halinský,cz CZE,DF,Teplice,22,2003,31,31,"2,790",31,0,1,1,0,0,0,6,0,0,0.03,0.03,0,0.03,Matches
122,Jetmir Haliti,xk KVX,DF,Mladá Boleslav,28,1996,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
123,Jiri Hamza,cz CZE,DF,FK Pardubice,20,2005,8,4,415,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
124,Jiri Hamza,cz CZE,"MF,DF",Slovácko,20,2005,6,2,292,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
125,Marek Hanousek,cz CZE,MF,Dukla Prague,33,1991,11,7,672,7.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Jan Hanuš,cz CZE,GK,Jablonec,37,1988,26,26,"2,326",25.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
127,Lukáš Haraslín,sk SVK,"FW,MF",Sparta Prague,29,1996,27,20,"1,795",19.9,13,5,18,8,5,5,3,0,0.65,0.25,0.9,0.4,0.65,Matches
128,Štěpán Harazim,,"MF,DF",Hradec Králové,25,2000,7,4,471,5.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
129,Jan Harušťák,,DF,Mladá Boleslav,20,2005,2,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
130,Dominik Hasek,cz CZE,DF,Dukla Prague,27,1998,19,15,"1,243",13.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
131,Daiki Hashioka,jp JPN,"MF,DF",Slavia Prague,26,1999,8,2,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
132,Milan Havel,cz CZE,"DF,MF",Viktoria Plzeň,30,1994,13,5,462,5.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
133,Milan Havel,cz CZE,"MF,DF",Bohemians 1905,30,1994,13,13,"1,104",12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Marek Havlík,cz CZE,"MF,FW",Slovácko,30,1995,34,30,"2,632",29.2,1,3,4,1,0,1,1,0,0.03,0.1,0.14,0.03,0.14,Matches
135,Marek Havran,cz CZE,MF,Baník Ostrava,18,2006,14,6,578,6.4,0,1,1,0,0,0,1,0,0,0.16,0.16,0,0.16,Matches
136,Milan Heča,cz CZE,GK,Slovácko,34,1991,25,25,"2,250",25,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
137,Lukáš Hejda,cz CZE,DF,Viktoria Plzeň,35,1990,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
138,Tomas Hellebrand,cz CZE,MF,Fastav Zlín,17,2007,10,2,275,3.1,0,1,1,0,0,0,1,0,0,0.33,0.33,0,0.33,Matches
139,Michal Hlavatý,cz CZE,MF,Slovan Liberec,27,1998,16,13,"1,163",12.9,1,4,5,0,1,2,4,0,0.08,0.31,0.39,0,0.31,Matches
140,Michal Hlavatý,cz CZE,MF,FK Pardubice,27,1998,13,13,919,10.2,0,1,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
141,Jakub Hodek,,FW,Hradec Králové,23,2001,16,1,310,3.4,1,0,1,1,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches
142,Petr Hodouš,,"MF,DF",Slovan Liberec,21,2003,28,20,"1,643",18.3,1,4,5,1,0,0,6,0,0.05,0.22,0.27,0.05,0.27,Matches
143,Dominik Holec,sk SVK,GK,Baník Ostrava,31,1994,15,15,"1,350",15,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
144,Tomáš Holeš,cz CZE,DF,Slavia Prague,32,1993,25,23,"2,093",23.3,2,2,4,2,0,0,5,0,0.09,0.09,0.17,0.09,0.17,Matches
145,Dominik Hollý,sk SVK,FW,Jablonec,21,2003,11,4,477,5.3,3,0,3,3,0,0,2,0,0.57,0,0.57,0.57,0.57,Matches
146,Dominik Hollý,sk SVK,FW,Sparta Prague,21,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
147,Daniel Holzer,cz CZE,"MF,DF",Baník Ostrava,29,1995,23,18,"1,474",16.4,0,1,1,0,0,0,1,0,0,0.06,0.06,0,0.06,Matches
148,Idris Hopi,,FW,Teplice,17,2008,2,0,75,0.8,2,0,2,2,0,0,0,0,2.4,0,2.4,2.4,2.4,Matches
149,Vojtěch Hora,,FW,Mladá Boleslav,21,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
150,Daniel Horák,cz CZE,"MF,DF",Hradec Králové,25,2000,33,31,"2,766",30.7,1,5,6,1,0,0,3,1,0.03,0.16,0.2,0.03,0.2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Roman Horák,cz CZE,"MF,FW",Slovácko,20,2005,11,6,552,6.1,1,0,1,1,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
152,Patrik Hrošovský,sk SVK,MF,Viktoria Plzeň,33,1992,16,16,"1,433",15.9,0,3,3,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
153,Jiří Hrubeš,,FW,Dukla Prague,24,2001,3,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
154,Robert Hrubý,cz CZE,MF,Bohemians 1905,31,1994,19,1,312,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
155,Lukas Hruska,,FW,Hradec Králové,21,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
156,Matúš Hruška,sk SVK,GK,Sigma Olomouc,30,1994,2,1,140,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
157,Tomáš Huk,sk SVK,DF,Slovácko,30,1994,6,4,426,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
158,Tomáš Huk,sk SVK,DF,Sigma Olomouc,30,1994,11,6,742,8.2,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
159,Lukáš Hůlka,cz CZE,DF,Bohemians 1905,30,1995,31,31,"2,820",31.3,4,1,5,3,1,1,3,0,0.13,0.03,0.16,0.1,0.13,Matches
160,Eric Hunál,cz CZE,DF,Dukla Prague,20,2005,22,20,"1,879",20.9,0,0,0,0,0,0,10,1,0,0,0,0,0,Matches
161,Matěj Hybš,cz CZE,"MF,DF",Bohemians 1905,32,1993,6,2,229,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
162,Matěj Hybš,cz CZE,"DF,MF",Mladá Boleslav,32,1993,15,15,"1,350",15,0,2,2,0,0,0,1,0,0,0.13,0.13,0,0.13,Matches
163,Marek Icha,cz CZE,"DF,MF",Slovan Liberec,23,2002,34,26,"2,434",27,1,5,6,1,0,0,1,0,0.04,0.18,0.22,0.04,0.22,Matches
164,Nassim Innocenti,bf BFA,"DF,MF",Jablonec,23,2002,15,3,361,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
165,Andy Irving,sct SCO,MF,Sparta Prague,25,2000,14,11,762,8.5,0,2,2,0,0,0,5,0,0,0.24,0.24,0,0.24,Matches
166,Adam Jagrik,,GK,Dukla Prague,25,2000,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
167,Jakub Jakubko,sk SVK,DF,Teplice,20,2004,9,6,578,6.4,0,1,1,0,0,0,0,0,0,0.16,0.16,0,0.16,Matches
168,Hugo Jan Bačkovský,cz CZE,GK,Dukla Prague,25,1999,14,14,"1,260",14,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
169,Dominik Janošek,cz CZE,MF,Sigma Olomouc,27,1998,20,7,784,8.7,2,2,4,0,2,2,1,0,0.23,0.23,0.46,0,0.23,Matches
170,Petr Jaron,cz CZE,FW,Baník Ostrava,23,2001,4,1,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
171,Dominik Javorček,sk SVK,DF,Slavia Prague,22,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
172,Lamin Jawo,gm GAM,FW,Jablonec,30,1995,32,29,"2,155",23.9,9,2,11,9,0,1,5,0,0.38,0.08,0.46,0.38,0.46,Matches
173,Martin Jedlička,cz CZE,GK,Baník Ostrava,27,1998,16,16,"1,440",16,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Martin Jedlička,cz CZE,GK,Viktoria Plzeň,27,1998,15,15,"1,274",14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
175,Tomáš Jedlička,cz CZE,"MF,FW",Dukla Prague,22,2003,16,8,746,8.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Tomáš Jelínek,cz CZE,MF,Slavia Prague,19,2005,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
177,Tomáš Jelínek,cz CZE,MF,FK Pardubice,19,2005,11,3,619,6.9,1,1,2,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
178,Václav Jemelka,cz CZE,DF,Viktoria Plzeň,30,1995,21,20,"1,768",19.6,2,0,2,2,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
179,Jakub Jezierski,pl POL,MF,Sigma Olomouc,21,2004,8,2,214,2.4,0,1,1,0,0,0,1,0,0,0.42,0.42,0,0.42,Matches
180,Solomon John,ng NGA,"MF,FW",Mladá Boleslav,23,2001,30,21,"1,578",17.5,5,2,7,5,0,0,0,0,0.29,0.11,0.4,0.29,0.4,Matches
181,Jakub Jugas,cz CZE,DF,Fastav Zlín,33,1992,8,8,654,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
182,Robert Jukl,cz CZE,MF,Teplice,26,1998,22,12,"1,210",13.4,0,1,1,0,0,0,3,0,0,0.07,0.07,0,0.07,Matches
183,Petr Julis,,MF,Slovan Liberec,22,2003,18,4,556,6.2,1,0,1,1,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
184,David Jurásek,cz CZE,MF,Slavia Prague,24,2000,16,15,"1,344",14.9,1,6,7,1,0,0,0,0,0.07,0.4,0.47,0.07,0.47,Matches
185,Václav Jurečka,cz CZE,"FW,MF",Baník Ostrava,31,1994,16,15,"1,274",14.2,4,4,8,4,0,1,2,0,0.28,0.28,0.57,0.28,0.57,Matches
186,Pavel Juroska,cz CZE,"FW,MF",Slovácko,24,2001,20,7,751,8.3,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
187,Christophe Kabongo,cz CZE,"MF,FW",Viktoria Plzeň,21,2003,12,4,269,3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
188,Christophe Kabongo,cz CZE,FW,Mladá Boleslav,21,2003,12,11,803,8.9,4,2,6,4,0,0,4,0,0.45,0.22,0.67,0.45,0.67,Matches
189,Pavel Kacor,cz CZE,MF,Karviná,18,2006,16,10,873,9.7,2,1,3,2,0,0,4,0,0.21,0.1,0.31,0.21,0.31,Matches
190,Jakub Kadák,sk SVK,"MF,FW",Dukla Prague,24,2000,15,9,863,9.6,1,1,2,1,0,0,2,0,0.1,0.1,0.21,0.1,0.21,Matches
191,Pavel Kadeřábek,cz CZE,"MF,DF",Sparta Prague,33,1992,22,15,"1,362",15.1,2,2,4,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,Matches
192,Adam Kadlec,,DF,Viktoria Plzeň,22,2003,11,4,308,3.4,1,0,1,1,0,0,2,0,0.29,0,0.29,0.29,0.29,Matches
193,Adam Kadlec,,"DF,MF",Bohemians 1905,22,2003,18,13,"1,066",11.8,2,1,3,2,0,0,4,0,0.17,0.08,0.25,0.17,0.25,Matches
194,Matej Kadlec,,DF,Bohemians 1905,23,2002,12,10,770,8.6,0,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
195,Kaan Kairinen,fi FIN,MF,Sparta Prague,26,1998,32,31,"2,760",30.7,1,4,5,1,0,0,4,0,0.03,0.13,0.16,0.03,0.16,Matches
196,Jan Kalabiška,cz CZE,"MF,DF",Fastav Zlín,38,1986,22,7,814,9,1,0,1,0,1,1,2,0,0.11,0,0.11,0,0,Matches
197,Hamidou Kante,sn SEN,DF,Baník Ostrava,20,2004,5,1,193,2.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
198,Stanley Kanu,ng NGA,FW,Fastav Zlín,26,1999,31,14,"1,367",15.2,5,4,9,5,0,0,3,0,0.33,0.26,0.59,0.33,0.59,Matches
199,Ondřej Karafiát,cz CZE,"DF,MF",Mladá Boleslav,30,1994,15,15,"1,237",13.7,1,2,3,1,0,0,2,0,0.07,0.15,0.22,0.07,0.22,Matches
200,Peter Kareem,ng NGA,"MF,DF",Bohemians 1905,21,2003,28,18,"1,711",19,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Aziizi Kayondo,ug UGA,"DF,MF",Slovan Liberec,22,2002,27,25,"1,986",22.1,0,3,3,0,0,0,11,3,0,0.14,0.14,0,0.14,Matches
202,Samuel Kelechi Isife,ng NGA,MF,Slavia Prague,21,2004,13,7,726,8.1,1,0,1,1,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
203,Samuel Kelechi Isife,ng NGA,"DF,MF",Dukla Prague,21,2004,17,14,"1,245",13.8,0,2,2,0,0,0,4,0,0,0.14,0.14,0,0.14,Matches
204,Luka Kharatishvili,ge GEO,GK,FK Pardubice,22,2003,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
205,Laurent Kissiedou,ci CIV,MF,FK Pardubice,26,1998,1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
206,Jiří Klíma,cs TCH,FW,Mladá Boleslav,28,1997,20,6,670,7.4,3,1,4,2,1,1,2,0,0.4,0.13,0.54,0.27,0.4,Matches
207,Jan Kliment,cz CZE,"FW,MF",Sigma Olomouc,31,1993,12,5,586,6.5,1,0,1,1,0,1,2,0,0.15,0,0.15,0.15,0.15,Matches
208,Milan Knobloch,cz CZE,GK,Fastav Zlín,32,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
209,Petr Kodeš,,DF,Hradec Králové,29,1996,2,2,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
210,Petr Kodeš,,MF,Teplice,29,1996,15,12,"1,074",11.9,0,2,2,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
211,Magnus Kofod Andersen,dk DEN,MF,Sparta Prague,26,1999,4,3,240,2.7,1,1,2,1,0,0,1,0,0.37,0.37,0.75,0.37,0.75,Matches
212,Dan Kohout,,FW,Slavia Prague,18,2006,2,0,41,0.5,1,0,1,1,0,0,0,0,2.2,0,2.2,2.2,2.2,Matches
213,Michal Kohút,cz CZE,MF,Baník Ostrava,25,2000,13,11,872,9.7,1,2,3,1,0,0,4,0,0.1,0.21,0.31,0.1,0.31,Matches
214,Jakub Kolar,cz CZE,DF,Fastav Zlín,25,2000,24,20,"1,724",19.2,1,1,2,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,Matches
215,Ondřej Kolář,cz CZE,GK,Slavia Prague,30,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
216,Josef Kolářík,cz CZE,"MF,FW",Mladá Boleslav,18,2007,27,10,"1,183",13.1,5,2,7,5,0,1,3,0,0.38,0.15,0.53,0.38,0.53,Matches
217,Jakub Kolísek,cz CZE,MF,Slavia Prague,17,2007,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
218,Mikuláš Konečný,cz CZE,DF,FK Pardubice,19,2006,21,20,"1,812",20.1,0,1,1,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches
219,Samuel Kopásek,sk SVK,MF,FK Pardubice,22,2003,4,1,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
220,Miloš Kopečný,cs TCH,"DF,MF",Fastav Zlín,31,1993,30,28,"2,514",27.9,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
221,Georgios Kornezos,gr GRE,DF,Baník Ostrava,27,1998,3,3,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
222,Martin Koscelník,sk SVK,"DF,MF",Slovácko,30,1995,19,10,853,9.5,1,0,1,1,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
223,Tihomir Kostadinov,mk MKD,MF,Slovácko,29,1996,11,7,596,6.6,0,3,3,0,0,0,2,1,0,0.45,0.45,0,0.45,Matches
224,Tihomir Kostadinov,mk MKD,MF,Sigma Olomouc,29,1996,12,8,663,7.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
225,Dominik Kostka,cz CZE,"MF,DF",Mladá Boleslav,29,1996,31,25,"2,310",25.7,3,2,5,3,0,0,4,0,0.12,0.08,0.19,0.12,0.19,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Lukas Kostka,,MF,Dukla Prague,18,2007,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
227,Matěj Koubek,cz CZE,"MF,FW",Fastav Zlín,25,2000,27,7,911,10.1,2,2,4,2,0,0,1,0,0.2,0.2,0.4,0.2,0.4,Matches
228,Tomáš Koubek,cz CZE,GK,Slovan Liberec,32,1992,33,33,"2,970",33,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
229,Jan Koutny,cz CZE,GK,Sigma Olomouc,20,2004,31,31,"2,766",30.7,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
230,Jan Kovařík,cz CZE,MF,Bohemians 1905,37,1988,24,9,999,11.1,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
231,Matyas Kozak,cz CZE,FW,Teplice,24,2001,25,12,"1,124",12.5,4,2,6,4,0,0,3,0,0.32,0.16,0.48,0.32,0.48,Matches
232,David Kozel,,MF,Mladá Boleslav,23,2001,18,14,"1,182",13.1,1,1,2,1,0,0,2,1,0.08,0.08,0.15,0.08,0.15,Matches
233,Josef Koželuh,cz CZE,DF,Slovan Liberec,23,2002,17,10,"1,010",11.2,0,2,2,0,0,0,5,0,0,0.18,0.18,0,0.18,Matches
234,Daniel Kozma,cz CZE,"DF,MF",Dukla Prague,29,1995,24,16,"1,616",18,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
235,Patrick Kpozo,gh GHA,"MF,DF",Baník Ostrava,28,1997,5,4,378,4.2,0,1,1,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches
236,Ivan Krajčírik,sk SVK,GK,Slovan Liberec,25,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
237,Jan Král,cz CZE,DF,Sigma Olomouc,26,1999,23,22,"1,876",20.8,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
238,Tomás Král,cz CZE,DF,Mladá Boleslav,20,2004,4,2,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
239,Martin Králik,sk SVK,DF,Mladá Boleslav,30,1995,33,33,"2,897",32.2,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
240,Antonín Křapka,cs TCH,DF,Fastav Zlín,31,1994,29,22,"2,021",22.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
241,Ermal Krasniqi,xk KVX,FW,Sparta Prague,26,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
242,David Krcik,sk SVK,DF,Viktoria Plzeň,26,1999,16,16,"1,440",16,6,0,6,3,3,3,2,0,0.37,0,0.37,0.19,0.19,Matches
243,David Krcik,sk SVK,DF,Karviná,26,1999,18,18,"1,620",18,6,2,8,3,3,3,1,0,0.33,0.11,0.44,0.17,0.28,Matches
244,Dario Kreiker,at AUT,"MF,FW",Dukla Prague,22,2003,14,8,672,7.5,2,0,2,2,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
245,Ladislav Krejčí,cz CZE,"MF,FW",Teplice,33,1992,15,11,685,7.6,0,1,1,0,0,0,3,0,0,0.13,0.13,0,0.13,Matches
246,Ondřej Kričfaluši,cz CZE,"MF,DF",Baník Ostrava,21,2004,27,27,"2,287",25.4,5,0,5,5,0,0,3,0,0.2,0,0.2,0.2,0.2,Matches
247,Jakub Křišťan,cz CZE,MF,Karviná,23,2002,21,11,"1,171",13,0,0,0,0,0,1,1,0,0,0,0,0,0,Matches
248,Fabijan Krivak,hr CRO,FW,Sigma Olomouc,20,2005,9,6,428,4.8,2,2,4,2,0,0,0,0,0.42,0.42,0.84,0.42,0.84,Matches
249,Michael Krmenčík,cz CZE,FW,Slovácko,32,1993,28,5,827,9.2,0,1,1,0,0,0,4,0,0,0.11,0.11,0,0.11,Matches
250,Ladislav Krobot,cz CZE,FW,FK Pardubice,24,2001,18,7,691,7.7,1,1,2,1,0,0,4,0,0.13,0.13,0.26,0.13,0.26,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Raimonds Krollis,lv LVA,FW,Slovan Liberec,23,2001,28,22,"1,798",20,8,1,9,8,0,0,8,0,0.4,0.05,0.45,0.4,0.45,Matches
252,Michal Kroupa,cz CZE,"FW,MF",Dukla Prague,18,2007,9,4,337,3.7,2,1,3,2,0,0,0,0,0.53,0.27,0.8,0.53,0.8,Matches
253,Matouš Krulich,cz CZE,FW,Mladá Boleslav,20,2005,8,0,109,1.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
254,Filip Kubala,cz CZE,"FW,MF",Baník Ostrava,25,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
255,Lucas Kubr,cz CZE,FW,Hradec Králové,21,2004,8,0,122,1.4,0,1,1,0,0,0,0,0,0,0.74,0.74,0,0.74,Matches
256,Jakub Kučera,cz CZE,"MF,DF",Hradec Králové,28,1997,21,17,"1,435",15.9,1,2,3,1,0,0,4,0,0.06,0.13,0.19,0.06,0.19,Matches
257,Jan Kuchta,cz CZE,FW,Sparta Prague,28,1997,30,17,"1,683",18.7,12,6,18,12,0,0,6,0,0.64,0.32,0.96,0.64,0.96,Matches
258,Ondřej Kukučka,cz CZE,DF,Bohemians 1905,21,2004,6,3,323,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
259,Garang Kuol,au AUS,"MF,FW",Sparta Prague,20,2004,20,6,668,7.4,0,1,1,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
260,Vasil Kušej,cz CZE,"FW,MF",Slavia Prague,25,2000,29,17,"1,558",17.3,5,4,9,5,0,0,3,0,0.29,0.23,0.52,0.29,0.52,Matches
261,Matěj Kvaček,cz CZE,FW,FK Pardubice,18,2007,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Marko Kvasina,at AUT,FW,Slovácko,28,1996,14,6,678,7.5,1,0,1,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
263,Albert Labík,cz CZE,"MF,DF",Karviná,21,2004,24,22,"1,987",22.1,2,4,6,2,0,0,2,0,0.09,0.18,0.27,0.09,0.27,Matches
264,Tomáš Ladra,cz CZE,MF,Viktoria Plzeň,28,1997,32,24,"2,020",22.4,4,7,11,4,0,0,1,0,0.18,0.31,0.49,0.18,0.49,Matches
265,Štěpán Langer,,MF,Sigma Olomouc,24,2000,16,8,793,8.8,1,0,1,1,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
266,Daniel Langhamer,cz CZE,"MF,FW",Mladá Boleslav,22,2003,28,13,"1,276",14.2,1,2,3,1,0,0,5,1,0.07,0.14,0.21,0.07,0.21,Matches
267,Jakub Lapeš,,GK,Karviná,26,1999,26,26,"2,340",26,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
268,David Látal,,FW,Baník Ostrava,22,2003,3,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
269,Samuel Lavrinčík,sk SVK,MF,Jablonec,24,2001,9,1,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
270,Yahaya Lawali,ng NGA,"MF,DF",Karviná,19,2006,6,3,298,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
271,Filip Lehky,,"MF,FW",Mladá Boleslav,23,2002,28,14,"1,307",14.5,2,1,3,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,Matches
272,Lukáš Letenay,sk SVK,FW,Slovan Liberec,24,2001,28,3,683,7.6,3,1,4,3,0,0,1,0,0.4,0.13,0.53,0.4,0.53,Matches
273,Milan Lexa,,"MF,FW",Slovan Liberec,20,2004,10,4,478,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
274,Milan Lexa,,MF,FK Pardubice,20,2004,10,2,205,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
275,Kryštof Lichtenberg,,GK,Teplice,22,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,David Lischka,cz CZE,DF,Bohemians 1905,27,1997,13,13,"1,200",13.3,3,0,3,3,0,0,2,0,0.23,0,0.23,0.23,0.23,Matches
277,David Lischka,cz CZE,DF,Baník Ostrava,27,1997,9,8,732,8.1,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
278,David Ludvíček,,MF,Hradec Králové,23,2001,15,5,585,6.5,1,0,1,1,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
279,Louis Lurvink,ch SUI,DF,Sigma Olomouc,23,2002,11,11,883,9.8,3,0,3,3,0,0,2,1,0.31,0,0.31,0.31,0.31,Matches
280,Louis Lurvink,ch SUI,DF,FK Pardubice,23,2002,15,15,"1,347",15,1,0,1,1,0,0,4,1,0.07,0,0.07,0.07,0.07,Matches
281,Roman Macek,cz CZE,MF,Mladá Boleslav,28,1997,29,25,"2,233",24.8,2,3,5,2,0,0,7,0,0.08,0.12,0.2,0.08,0.2,Matches
282,David Machalík,cz CZE,MF,Fastav Zlín,29,1996,22,12,"1,147",12.7,2,4,6,2,0,0,1,0,0.16,0.31,0.47,0.16,0.47,Matches
