,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
283,Ermin Mahmic,ba BIH,"MF,FW",Slovan Liberec,20,2005,28,20,"1,547",17.2,7,3,10,7,0,0,6,0,0.41,0.17,0.58,0.41,0.58,Matches
284,Ryan Mahuta,fi FIN,"DF,MF",FK Pardubice,23,2002,25,22,"2,020",22.4,1,5,6,1,0,0,5,1,0.04,0.22,0.27,0.04,0.27,Matches
285,Matúš Malý,sk SVK,DF,Sigma Olomouc,24,2001,10,7,721,8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
286,Aleš Mandous,cz CZE,GK,Mladá Boleslav,33,1992,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
287,Aleš Mandous,cz CZE,GK,FK Pardubice,33,1992,5,5,480,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
288,Sivert Mannsverk,no NOR,"MF,DF",Sparta Prague,23,2002,19,10,"1,006",11.2,0,1,1,0,0,0,8,0,0,0.09,0.09,0,0.09,Matches
289,Daniel Mareček,cz CZE,DF,Mladá Boleslav,27,1998,4,4,283,3.1,0,2,2,0,0,0,0,0,0,0.64,0.64,0,0.64,Matches
290,Daniel Mareček,cz CZE,"MF,FW",Teplice,27,1998,28,22,"1,642",18.2,4,2,6,4,0,0,3,0,0.22,0.11,0.33,0.22,0.33,Matches
291,Lukáš Mareček,cz CZE,"MF,DF",Teplice,35,1990,17,12,"1,197",13.3,1,0,1,1,0,0,4,1,0.08,0,0.08,0.08,0.08,Matches
292,Dominik Mareš,,DF,Mladá Boleslav,22,2003,6,3,298,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
293,Alan Marinelli,ar ARG,"MF,FW",Slovácko,26,1999,22,6,808,9,1,0,1,1,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
294,Jakub Markovič,cz CZE,GK,Slavia Prague,24,2001,16,16,"1,407",15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
295,Svetozar Marković,rs SRB,DF,Viktoria Plzeň,25,2000,11,8,701,7.8,0,1,1,0,0,0,3,0,0,0.13,0.13,0,0.13,Matches
296,Jakub Martinec,cz CZE,DF,Sparta Prague,27,1998,16,8,851,9.5,1,1,2,1,0,0,1,0,0.11,0.11,0.21,0.11,0.21,Matches
297,Jakub Martinec,cz CZE,DF,Jablonec,27,1998,7,6,554,6.2,1,1,2,1,0,0,3,0,0.16,0.16,0.32,0.16,0.32,Matches
298,Dominik Mašek,,"MF,DF",FK Pardubice,22,2002,3,2,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
299,Lukáš Mašek,cz CZE,"FW,MF",Slovan Liberec,21,2004,33,18,"1,806",20.1,6,0,6,6,0,0,7,0,0.3,0,0.3,0.3,0.3,Matches
300,Lukáš Masopust,cz CZE,"MF,DF",Slovan Liberec,32,1993,26,19,"1,606",17.8,0,2,2,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Malenšek Matej,si SVN,"MF,FW",Jablonec,20,2005,15,2,322,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
302,Filip Matoušek,,DF,Dukla Prague,24,2001,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
303,Filip Matoušek,,DF,Mladá Boleslav,24,2001,25,24,"2,006",22.3,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
304,Jan Matoušek,cz CZE,"MF,FW",Bohemians 1905,27,1998,15,13,879,9.8,3,0,3,3,0,0,3,1,0.31,0,0.31,0.31,0.31,Matches
305,Rihards Matrevics,lv LVA,GK,Dukla Prague,26,1999,18,18,"1,620",18,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
306,Youssoupha Mbodji,sn SEN,"MF,DF",Slavia Prague,21,2004,10,4,364,4,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
307,Žan Medved,si SVN,FW,Slovácko,26,1999,7,6,537,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
308,Amar Memić,ba BIH,"MF,DF",Viktoria Plzeň,24,2001,30,25,"2,335",25.9,3,7,10,3,0,0,4,0,0.12,0.27,0.39,0.12,0.39,Matches
309,John Mercado,ec ECU,"FW,MF",Sparta Prague,23,2002,26,22,"1,766",19.6,7,4,11,7,0,0,4,1,0.36,0.2,0.56,0.36,0.56,Matches
310,Simion Michez,be BEL,"MF,FW",Sigma Olomouc,23,2002,11,7,564,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
311,Ondřej Mihálik,cz CZE,"FW,MF",Hradec Králové,28,1997,24,13,"1,184",13.2,10,0,10,10,0,0,2,0,0.76,0,0.76,0.76,0.76,Matches
312,Klemen Mihelak,si SVN,GK,Jablonec,23,2001,10,9,824,9.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
313,Oliver Mikuda,,MF,Bohemians 1905,20,2005,4,0,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
314,Jan Mikula,cz CZE,DF,Slovan Liberec,33,1992,17,15,"1,290",14.3,1,2,3,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,Matches
315,Matěj Mikulenka,cz CZE,"MF,FW",Sigma Olomouc,21,2004,28,8,"1,096",12.2,2,2,4,2,0,0,2,0,0.16,0.16,0.33,0.16,0.33,Matches
316,Rajmund Mikuš,sk SVK,MF,Dukla Prague,29,1995,9,5,429,4.8,1,0,1,1,0,0,1,0,0.21,0,0.21,0.21,0.21,Matches
317,Nino Milić,si SVN,DF,Karviná,21,2004,10,5,499,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
318,Kevin-Prince Milla,cm CMR,FW,Dukla Prague,21,2003,15,12,"1,084",12,2,0,2,2,0,0,2,1,0.17,0,0.17,0.17,0.17,Matches
319,Kevin-Prince Milla,cm CMR,FW,Sparta Prague,21,2003,5,1,107,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
320,Petr Mirvald,,MF,Bohemians 1905,22,2002,4,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Štěpán Míšek,cz CZE,MF,FK Pardubice,20,2005,15,10,943,10.5,1,0,1,1,0,0,1,0,0.1,0,0.1,0.1,0.1,Matches
322,David Moses,ng NGA,MF,Slavia Prague,21,2004,26,19,"1,681",18.7,1,3,4,1,0,0,3,0,0.05,0.16,0.21,0.05,0.21,Matches
323,Lukáš Moudrý,cz CZE,MF,Sparta Prague,18,2007,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
324,Jonathan Mulder,il ISR,DF,Slovácko,23,2002,16,11,"1,004",11.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
325,Alexander Munksgaard,dk DEN,"DF,MF",Baník Ostrava,27,1997,12,9,826,9.2,1,0,1,1,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Artúr Musák,sk SVK,MF,Baník Ostrava,19,2005,19,7,753,8.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
327,Caumenan N'Guessan,fr FRA,DF,Slovan Liberec,21,2003,28,28,"2,450",27.2,0,1,1,0,0,0,7,0,0,0.04,0.04,0,0.04,Matches
328,Matěj Náprstek,,"MF,FW",Teplice,22,2003,24,10,"1,186",13.2,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
329,Zviad Natchkebia,ge GEO,MF,Fastav Zlín,25,1999,10,4,406,4.5,1,0,1,1,0,0,2,0,0.22,0,0.22,0.22,0.22,Matches
330,Jan Navrátil,cz CZE,"MF,FW",Sigma Olomouc,35,1990,13,7,619,6.9,0,1,1,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
331,Gigli Ndefe,ao ANG,"DF,MF",Slovácko,31,1994,33,29,"2,589",28.8,0,3,3,0,0,0,4,0,0,0.1,0.1,0,0.1,Matches
332,Paul Ndubuisi,ng NGA,MF,Slovácko,19,2005,8,3,259,2.9,1,1,2,1,0,0,0,0,0.35,0.35,0.69,0.35,0.69,Matches
333,Sebastian Nebyla,sk SVK,MF,Jablonec,23,2002,27,25,"2,142",23.8,4,3,7,4,0,0,7,0,0.17,0.13,0.29,0.17,0.29,Matches
334,Vladimir Neuman,,GK,Karviná,25,2000,8,8,750,8.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
335,Namory Noel Cissé,de GER,"FW,MF",Dukla Prague,22,2003,13,10,886,9.8,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
336,Cletus Nombil Daho,gh GHA,MF,Fastav Zlín,24,2000,32,30,"2,475",27.5,2,0,2,2,0,0,10,0,0.07,0,0.07,0.07,0.07,Matches
337,Jason Noslin,nl NED,DF,FK Pardubice,25,2000,18,18,"1,597",17.7,1,1,2,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,Matches
338,Filip Novák,cz CZE,DF,Jablonec,35,1990,27,27,"2,276",25.3,1,3,4,1,0,0,1,0,0.04,0.12,0.16,0.04,0.16,Matches
339,Benjamin Nyarko,gh GHA,FW,Teplice,21,2004,15,5,571,6.3,1,0,1,1,0,0,2,1,0.16,0,0.16,0.16,0.16,Matches
340,David Nykrin,,MF,Jablonec,21,2004,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
341,Samuel Obinaiia,ua UKR,DF,Jablonec,19,2005,7,4,354,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
342,Igoh Ogbu,ng NGA,DF,Slavia Prague,25,2000,17,14,"1,031",11.5,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
343,Nelson Okeke,ng NGA,MF,Bohemians 1905,23,2002,16,14,"1,192",13.2,1,0,1,1,0,0,8,0,0.08,0,0.08,0.08,0.08,Matches
344,Nelson Okeke,ng NGA,MF,Jablonec,23,2002,12,7,620,6.9,1,0,1,1,0,0,1,1,0.15,0,0.15,0.15,0.15,Matches
345,Victor Olatunji,ng NGA,FW,Sparta Prague,25,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
346,Abdullahi Omar,ng NGA,FW,Hradec Králové,18,2007,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
347,Pablo Ortiz,co COL,DF,Baník Ostrava,25,2000,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
348,Adonija Ouanda,ci CIV,"FW,MF",Slovácko,20,2005,15,10,"1,006",11.2,4,1,5,4,0,0,1,0,0.36,0.09,0.45,0.36,0.45,Matches
349,Radek Ovesný,,MF,Fastav Zlín,21,2004,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
350,Dennis Owusu,de GER,"FW,MF",Baník Ostrava,24,2001,21,5,716,8,0,1,1,0,0,0,4,1,0,0.13,0.13,0,0.13,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Zbyněk Paidar,,DF,Viktoria Plzeň,18,2006,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
352,Radek Palán,,FW,Sigma Olomouc,18,2007,2,0,25,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
353,Jan Paluska,cz CZE,DF,Viktoria Plzeň,20,2005,13,12,"1,045",11.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
354,Filip Panák,cz CZE,DF,Sparta Prague,29,1995,14,11,920,10.2,1,0,1,1,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
355,Jiří Panoš,cz CZE,MF,Viktoria Plzeň,17,2007,11,1,298,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
356,Renato Pantalon,hr CRO,DF,Jablonec,27,1997,14,11,950,10.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
357,Faiçal Papou Konaté,bf BFA,FW,Karviná,18,2006,3,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
358,Vojtech Patrak,cz CZE,"FW,MF",FK Pardubice,25,2000,26,23,"1,847",20.5,13,1,14,10,3,3,7,0,0.63,0.05,0.68,0.49,0.54,Matches
359,David Pech,cz CZE,MF,Mladá Boleslav,23,2002,17,11,"1,035",11.5,2,2,4,2,0,0,2,0,0.17,0.17,0.35,0.17,0.35,Matches
360,Tomáš Pekhart,cz CZE,FW,Dukla Prague,36,1989,12,6,481,5.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
361,Kristers Penkevics,lv LVA,MF,Fastav Zlín,22,2003,9,4,401,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
362,Nicolas Penner,cz CZE,MF,Mladá Boleslav,24,2001,18,4,516,5.7,0,1,1,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
363,Lukáš Penxa,,"DF,MF",Dukla Prague,21,2004,13,11,916,10.2,1,1,2,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,Matches
364,Lukáš Penxa,,MF,Jablonec,21,2004,4,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
365,Ondrej Penxa,cz CZE,FW,Sparta Prague,18,2007,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
366,Jakub Pesek,cz CZE,MF,Fastav Zlín,32,1993,11,3,442,4.9,0,1,1,0,0,1,0,0,0,0.2,0.2,0,0.2,Matches
367,Jan Peterka,,MF,Dukla Prague,35,1990,12,11,919,10.2,1,0,1,1,0,0,1,1,0.1,0,0.1,0.1,0.1,Matches
368,Tomáš Petrášek,cz CZE,DF,Hradec Králové,33,1992,22,22,"1,955",21.7,2,1,3,2,0,0,7,1,0.09,0.05,0.14,0.09,0.14,Matches
369,Stanislav Petruta,md MDA,"MF,FW",Fastav Zlín,19,2005,20,10,"1,040",11.6,3,0,3,3,0,0,4,0,0.26,0,0.26,0.26,0.26,Matches
370,Milan Petržela,cz CZE,"FW,MF",Slovácko,42,1983,18,7,679,7.5,1,0,1,1,0,0,5,0,0.13,0,0.13,0.13,0.13,Matches
371,Václav Pilař,cz CZE,"FW,MF",Hradec Králové,36,1988,24,16,"1,242",13.8,4,3,7,3,1,1,1,0,0.29,0.22,0.51,0.22,0.43,Matches
372,Jakub Pira,sk SVK,FW,Baník Ostrava,17,2007,26,9,987,11,1,0,1,1,0,0,1,0,0.09,0,0.09,0.09,0.09,Matches
373,Marián Pišoja,sk SVK,"MF,DF",Fastav Zlín,25,2000,28,24,"2,017",22.4,1,1,2,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,Matches
374,Eliáš Piták,cz CZE,MF,Slavia Prague,19,2006,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
375,David Planka,cz CZE,MF,Karviná,20,2005,5,4,349,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,David Planka,cz CZE,MF,Baník Ostrava,20,2005,27,22,"1,970",21.9,2,4,6,2,0,0,6,0,0.09,0.18,0.27,0.09,0.27,Matches
377,Srđan Plavšić,rs SRB,MF,Baník Ostrava,29,1995,15,11,844,9.4,0,3,3,0,0,0,2,0,0,0.32,0.32,0,0.32,Matches
378,Dominik Plechaty,cz CZE,DF,Slovan Liberec,26,1999,13,10,976,10.8,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
379,Dominik Plestil,cz CZE,"FW,MF",Bohemians 1905,25,1999,13,3,361,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
380,Karel Pojezný,cz CZE,DF,Baník Ostrava,23,2001,29,28,"2,392",26.6,0,0,0,0,0,0,8,1,0,0,0,0,0,Matches
381,Simon Polásek,,DF,Fastav Zlín,21,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
382,Matěj Polidar,cz CZE,MF,Jablonec,25,1999,17,11,960,10.7,0,2,2,0,0,0,2,0,0,0.19,0.19,0,0.19,Matches
383,Štěpán Ponikelský,,MF,Hradec Králové,18,2007,3,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
384,Marios Pourzitidis,gr GRE,DF,Dukla Prague,26,1999,26,23,"2,069",23,1,1,2,1,0,0,2,1,0.04,0.04,0.09,0.04,0.09,Matches
385,Tomáš Poznar,cz CZE,FW,Fastav Zlín,36,1988,32,19,"1,409",15.7,7,1,8,7,0,0,4,0,0.45,0.06,0.51,0.45,0.51,Matches
386,Filip Prebsl,cz CZE,"DF,MF",Karviná,22,2003,11,10,863,9.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
387,Filip Prebsl,cz CZE,DF,Mladá Boleslav,22,2003,18,18,"1,549",17.2,0,1,1,0,0,0,3,0,0,0.06,0.06,0,0.06,Matches
388,Ángelo Preciado,ec ECU,"MF,FW",Sparta Prague,27,1998,14,10,963,10.7,0,1,1,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
389,Erik Prekop,sk SVK,FW,Slavia Prague,27,1997,19,5,563,6.3,1,1,2,0,1,1,2,0,0.16,0.16,0.32,0,0.16,Matches
390,Erik Prekop,sk SVK,FW,Baník Ostrava,27,1997,5,3,307,3.4,1,0,1,1,0,0,2,0,0.29,0,0.29,0.29,0.29,Matches
391,Lukáš Provod,cz CZE,"MF,FW",Slavia Prague,28,1996,30,28,"2,491",27.7,7,10,17,7,0,0,2,0,0.25,0.36,0.61,0.25,0.61,Matches
392,Matěj Pulkrab,cz CZE,FW,Teplice,28,1997,26,15,"1,265",14.1,5,4,9,5,0,0,5,0,0.36,0.28,0.64,0.36,0.64,Matches
393,David Puškáč,cz CZE,FW,Jablonec,32,1993,34,5,904,10,2,1,3,2,0,0,1,0,0.2,0.1,0.3,0.2,0.3,Matches
394,Matěj Radosta,cz CZE,"MF,DF",Teplice,24,2001,32,28,"2,516",28,3,2,5,3,0,0,4,1,0.11,0.07,0.18,0.11,0.18,Matches
395,Elmedin Rama,xk KVX,FW,FK Pardubice,20,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
396,Eric Ramírez,ve VEN,"MF,FW",Bohemians 1905,26,1998,8,6,521,5.8,0,0,0,0,0,1,0,1,0,0,0,0,0,Matches
397,Marko Regža,lv LVA,FW,Hradec Králové,26,1999,16,5,522,5.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
398,Michal Reichl,cz CZE,GK,Bohemians 1905,32,1992,23,22,"1,990",22.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
399,Petr Reinberk,cz CZE,"MF,DF",Slovácko,36,1989,20,12,"1,102",12.2,0,1,1,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
400,Jan Reznicek,cz CZE,MF,FK Pardubice,32,1992,10,8,704,7.8,0,1,1,0,0,0,3,0,0,0.13,0.13,0,0.13,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Tomas Rigo,sk SVK,MF,Baník Ostrava,23,2002,4,4,227,2.5,1,0,1,1,0,0,2,0,0.4,0,0.4,0.4,0.4,Matches
402,Milan Ristovski,mk MKD,"MF,FW",Bohemians 1905,27,1998,31,19,"1,734",19.3,5,0,5,5,0,0,2,0,0.26,0,0.26,0.26,0.26,Matches
403,Matej Riznič,sk SVK,"DF,MF",Teplice,21,2004,31,26,"2,325",25.8,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
404,Albion Rrahmani,xk KVX,"FW,MF",Sparta Prague,24,2000,34,20,"1,867",20.7,11,3,14,10,1,1,3,0,0.53,0.14,0.67,0.48,0.63,Matches
405,Milan Rundić,rs SRB,DF,Slovácko,33,1992,21,19,"1,468",16.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
406,Daniel Rus,cz CZE,FW,Slovan Liberec,19,2006,11,0,162,1.8,1,0,1,0,1,1,1,0,0.56,0,0.56,0,0,Matches
407,Antonín Růsek,cz CZE,"MF,FW",Sigma Olomouc,26,1999,16,5,665,7.4,3,1,4,3,0,0,3,0,0.41,0.14,0.54,0.41,0.54,Matches
408,Antonín Růsek,cz CZE,MF,Jablonec,26,1999,11,3,454,5,3,1,4,3,0,0,2,0,0.59,0.2,0.79,0.59,0.79,Matches
409,Matus Rusnak,sk SVK,"DF,MF",Baník Ostrava,26,1999,14,8,669,7.4,0,1,1,0,0,0,1,0,0,0.13,0.13,0,0.13,Matches
410,Matěj Ryneš,cz CZE,"MF,DF",Sparta Prague,24,2001,27,19,"1,897",21.1,0,1,1,0,0,0,8,0,0,0.05,0.05,0,0.05,Matches
411,Martin Rýzek,sk SVK,DF,Slovan Liberec,20,2005,1,1,14,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
412,Robi Saarma,ee EST,"DF,MF",FK Pardubice,24,2001,21,12,"1,135",12.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
413,Lukáš Sadílek,cz CZE,MF,Sparta Prague,29,1996,8,2,310,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
414,Michal Sadílek,cz CZE,MF,Slavia Prague,26,1999,29,23,"2,094",23.3,1,4,5,1,0,0,6,0,0.04,0.17,0.21,0.04,0.21,Matches
415,Benson Sakala,zm ZAM,MF,Bohemians 1905,28,1996,23,23,"1,852",20.6,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
416,Denny Samko,,MF,Karviná,25,2000,32,26,"2,202",24.5,5,4,9,4,1,1,4,0,0.2,0.16,0.37,0.16,0.33,Matches
417,Victor Samuel,ng NGA,MF,FK Pardubice,19,2006,9,1,228,2.5,2,1,3,2,0,0,1,0,0.79,0.39,1.18,0.79,1.18,Matches
418,Filip Sancl,,MF,FK Pardubice,20,2005,11,6,534,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
419,Filip Sancl,,MF,Baník Ostrava,20,2005,11,3,338,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
420,Youssoupha Sanyang,gm GAM,"MF,FW",Slavia Prague,19,2005,13,9,622,6.9,1,0,1,1,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
421,Tomas Schanelec,,MF,Sparta Prague,23,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,Ivan Schranz,sk SVK,"MF,FW",Slavia Prague,31,1993,17,7,644,7.2,2,1,3,2,0,0,1,0,0.28,0.14,0.42,0.28,0.42,Matches
423,Štěpán Šebrle,,"MF,FW",Dukla Prague,22,2002,13,3,278,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
424,Richard Sedláček,cz CZE,MF,Teplice,26,1999,5,3,235,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
425,Richard Sedláček,cz CZE,MF,Jablonec,26,1999,23,19,"1,708",19,0,1,1,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,Eldar Šehić,ba BIH,DF,Baník Ostrava,25,2000,7,4,297,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
427,Zlatan Šehović,rs SRB,"DF,MF",Dukla Prague,24,2000,26,20,"1,619",18,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,Matches
428,Václav Sejk,cz CZE,"FW,MF",Sigma Olomouc,23,2002,12,10,792,8.8,3,1,4,3,0,1,4,0,0.34,0.11,0.45,0.34,0.45,Matches
429,Jachym Serak,,GK,FK Pardubice,24,2001,14,14,"1,260",14,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
430,Kim Seungbin,kr KOR,MF,Slovácko,25,2000,4,2,213,2.4,1,0,1,1,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
431,Michal Ševčík,cz CZE,"MF,FW",Mladá Boleslav,22,2002,31,25,"1,997",22.2,9,2,11,8,1,1,3,0,0.41,0.09,0.5,0.36,0.45,Matches
432,Adam Sevinsky,cz CZE,DF,Sparta Prague,21,2004,19,18,"1,539",17.1,1,0,1,1,0,0,6,0,0.06,0,0.06,0.06,0.06,Matches
433,Samuel Šigut,,"MF,FW",Karviná,22,2002,18,14,"1,238",13.8,2,2,4,2,0,0,0,0,0.15,0.15,0.29,0.15,0.29,Matches
434,Ewerton Paixao da Silva,br BRA,MF,Baník Ostrava,28,1996,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,David Šimek,cz CZE,DF,FK Pardubice,27,1998,6,4,318,3.5,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
436,Samuel Šimek,cz CZE,MF,FK Pardubice,23,2002,25,20,"1,659",18.4,1,3,4,1,0,0,3,0,0.05,0.16,0.22,0.05,0.22,Matches
437,Dominique Simon,ht HAI,MF,FK Pardubice,25,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
438,Matej Sin,cz CZE,"MF,FW",Baník Ostrava,21,2004,5,4,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
439,Ebrima Singhateh,gm GAM,"MF,FW",Karviná,21,2003,14,11,927,10.3,2,3,5,1,1,1,2,1,0.19,0.29,0.49,0.1,0.39,Matches
440,Ebrima Singhateh,gm GAM,FW,Jablonec,21,2003,7,2,281,3.1,1,0,1,1,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
441,Vlasiy Sinyavskiy,ee EST,DF,Bohemians 1905,28,1996,19,19,"1,678",18.6,0,4,4,0,0,0,4,1,0,0.21,0.21,0,0.21,Matches
442,Vlasiy Sinyavskiy,ee EST,"MF,DF",Baník Ostrava,28,1996,9,5,524,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
443,Jáchym Šíp,cz CZE,MF,Sigma Olomouc,22,2003,26,11,"1,131",12.6,4,2,6,4,0,0,4,0,0.32,0.16,0.48,0.32,0.48,Matches
444,Vít Škrkoň,cz CZE,FW,Baník Ostrava,17,2008,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
445,Yevhenii Skyba,ua UKR,DF,Karviná,22,2003,9,8,721,8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
446,Jiří Sláma,cz CZE,DF,Sigma Olomouc,26,1999,20,19,"1,610",17.9,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
447,Filip Slavíček,,"DF,MF",Sigma Olomouc,22,2002,24,18,"1,737",19.3,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
448,Šimon Slončík,cz CZE,MF,Karviná,18,2007,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
