,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
162,Edwuin Cetré,co COL,MF,Estudiantes–LP,28-154,1998,12,5,603,6.7,0,1,1,0,0,0,2,0,0,0.15,0.15,0,0.15,Matches
163,Timoteo Chamorro,ar ARG,DF,Talleres–C,20-116,2006,3,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
164,Ignacio Charparin,ar ARG,"FW,MF",Gimnasia–M,26-318,1999,5,3,325,3.6,0,2,2,0,0,0,0,0,0,0.55,0.55,0,0.55,Matches
165,Emiliano Chiavassa,ar ARG,FW,Talleres–C,20-153,2006,3,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
166,Ignacio Chicco,ar ARG,GK,Aldosivi,29-339,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
167,Diego Churín,ar ARG,"FW,MF",Sarmiento–J,36-185,1989,14,8,690,7.7,2,0,2,1,1,1,1,1,0.26,0,0.26,0.13,0.13,Matches
168,Luciano Cingolani,ar ARG,FW,Gimnasia–M,25-059,2001,7,0,241,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
169,Facundo Cobos,ar ARG,DF,Estudiantes–RC,33-105,1993,8,6,563,6.3,1,0,1,1,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
170,Matías Cóccaro,uy URU,"FW,MF",Newell's Old Boys,28-201,1997,10,9,587,6.5,1,0,1,1,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
171,Agustín Colazo,ar ARG,FW,Unión,25-201,2000,6,2,183,2,1,0,1,1,0,0,1,0,0.49,0,0.49,0.49,0.49,Matches
172,Nicolás Colazo,ar ARG,MF,Banfield,35-331,1990,3,2,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Facundo Colidio,ar ARG,"FW,MF",River Plate,26-151,2000,12,10,801,8.9,3,1,4,3,0,0,1,1,0.34,0.11,0.45,0.34,0.45,Matches
174,Nazareno Colombo,ar ARG,DF,Racing Club,27-076,1999,8,5,418,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
175,Gabriel Compagnucci,ar ARG,"MF,DF",Atlé Tucumán,34-279,1991,10,4,371,4.1,0,1,1,0,0,0,1,0,0,0.24,0.24,0,0.24,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Tomás Conechny,ar ARG,"FW,MF",Racing Club,28-066,1998,16,6,762,8.5,3,2,5,3,0,0,2,0,0.35,0.24,0.59,0.35,0.59,Matches
177,Germán Conti,ar ARG,DF,Gimnasia–LP,32-001,1994,3,2,188,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
178,Julián Contrera,ar ARG,"MF,FW",Sarmiento–J,23-025,2003,15,9,908,10.1,0,2,2,0,0,0,5,0,0,0.2,0.2,0,0.2,Matches
179,Enzo Copetti,ar ARG,"FW,MF",Rosario Central,30-139,1996,14,6,616,6.8,4,0,4,4,0,0,2,0,0.58,0,0.58,0.58,0.58,Matches
180,Nicolás Cordero,ar ARG,"FW,MF",Aldosivi,27-054,1999,12,9,820,9.1,1,0,1,1,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
181,Jhon Córdoba,co COL,"MF,FW",Instituto,25-324,2000,12,12,841,9.3,1,0,1,1,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
182,Alan Coria,ar ARG,MF,Defensa y Justicia,18-351,2007,4,1,119,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
183,Emanuel Coronel,ar ARG,DF,Rosario Central,29-123,1997,11,8,681,7.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
184,Kevin Coronel,ar ARG,DF,Arg Juniors,21-297,2004,7,6,538,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
185,Juan Cortazzo,ar ARG,DF,Gimnasia–LP,20-229,2005,6,0,88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
186,Brayan Cortés,cl CHI,GK,Arg Juniors,31-085,1995,16,16,"1,440",16,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
187,Oscar Cortés,co COL,"MF,FW",Huracán,22-183,2003,14,13,"1,010",11.2,1,4,5,1,0,0,2,0,0.09,0.36,0.45,0.09,0.45,Matches
188,Ismael Cortéz,ar ARG,DF,Gimnasia–M,24-154,2002,6,2,266,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
189,Guzmán Corujo,uy URU,DF,San Lorenzo,29-306,1996,3,2,192,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
190,Ayrton Costa,ar ARG,DF,Boca Juniors,26-327,1999,12,12,"1,080",12,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
191,Leonard Costa,uy URU,DF,Ind. Rivadavia,27-280,1998,15,14,"1,064",11.8,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,Matches
192,Tiago Cravero,ar ARG,MF,Cen. Córdoba–SdE,23-244,2002,12,6,629,7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
193,Diego Crego,ar ARG,FW,Ind. Rivadavia,29-136,1997,8,2,246,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
194,Franco Cristaldo,ar ARG,MF,Talleres–C,29-293,1996,8,8,569,6.3,0,2,2,0,0,0,1,0,0,0.32,0.32,0,0.32,Matches
195,Alexis Cuello,ar ARG,"FW,MF",San Lorenzo,26-106,2000,16,16,"1,367",15.2,4,3,7,3,1,2,6,1,0.26,0.2,0.46,0.2,0.4,Matches
196,Brian Cuello,ar ARG,MF,Unión,28-247,1997,12,10,725,8.1,2,0,2,2,0,0,3,0,0.25,0,0.25,0.25,0.25,Matches
197,Víctor Cuesta,ar ARG,DF,Platense,37-197,1988,9,9,810,9,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
198,Mauro Da Luz,uy URU,"FW,MF",Aldosivi,31-211,1994,3,0,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
199,Juan Dadin,ar ARG,FW,Ind. Rivadavia,20-015,2006,6,0,104,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
200,Santiago Dalmasso,ar ARG,MF,Platense,21-351,2004,6,0,119,1.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Santiago Daniele,ar ARG,DF,Banfield,20-194,2005,5,1,252,2.8,0,1,1,0,0,0,1,0,0,0.36,0.36,0,0.36,Matches
202,Jonathan David Gómez,ar ARG,"MF,FW",Sarmiento–J,36-165,1989,12,6,508,5.6,1,1,2,1,0,0,1,0,0.18,0.18,0.35,0.18,0.35,Matches
203,Héctor David Martínez,py PAR,DF,Defensa y Justicia,28-134,1998,12,12,929,10.3,0,1,1,0,0,0,5,0,0,0.1,0.1,0,0.1,Matches
204,Álvaro David Montero,co COL,GK,Vélez Sarsfield,31-067,1995,16,16,"1,440",16,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
205,Valentín Dávila,ar ARG,FW,Talleres–C,19-136,2007,15,4,552,6.1,4,0,4,4,0,0,0,0,0.65,0,0.65,0.65,0.65,Matches
206,Hernán De La Fuente,ar ARG,DF,Instituto,29-148,1997,2,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
207,Facundo De La Vega,ar ARG,FW,Aldosivi,23-050,2003,5,1,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
208,Mathías De Ritis,uy URU,"DF,MF",San Lorenzo,23-124,2003,12,11,796,8.8,0,2,2,0,0,0,4,0,0,0.23,0.23,0,0.23,Matches
209,Ronaldo Dejesús,py PAR,DF,Lanús,25-044,2001,9,6,545,6.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
210,Mateo Del Blanco,ar ARG,"DF,MF",Unión,22-216,2003,16,16,"1,393",15.5,2,1,3,2,0,0,3,0,0.13,0.06,0.19,0.13,0.19,Matches
211,Carlos Delgado,py PAR,FW,Sarmiento–J,23-206,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
212,Milton Delgado,ar ARG,MF,Boca Juniors,20-353,2005,15,10,904,10,0,1,1,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
213,Nicolás Demartini,ar ARG,DF,Barracas Central,26-212,1999,10,10,900,10,1,1,2,1,0,0,2,0,0.1,0.1,0.2,0.1,0.2,Matches
214,Valentín Depietri,ar ARG,"FW,MF",Talleres–C,25-216,2000,9,3,340,3.8,1,0,1,1,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches
215,José Devecchi,ar ARG,GK,San Lorenzo,30-330,1995,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
216,Marco Di Cesare,ar ARG,DF,Racing Club,24-125,2002,13,12,"1,068",11.9,2,0,2,2,0,0,7,1,0.17,0,0.17,0.17,0.17,Matches
217,Lautaro Di Lollo,ar ARG,DF,Boca Juniors,22-086,2004,12,12,"1,080",12,1,0,1,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
218,Ángel Di María,ar ARG,MF,Rosario Central,38-110,1988,11,8,765,8.5,4,3,7,3,1,1,2,0,0.47,0.35,0.82,0.35,0.71,Matches
219,Leonel Di Plácido,ar ARG,"DF,MF",Atlé Tucumán,32-127,1994,7,7,575,6.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
220,Alexander Díaz,ar ARG,"FW,MF",Deportivo Riestra,26-074,2000,10,8,615,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
221,Diego Díaz,ar ARG,FW,Unión,24-145,2002,6,0,100,1.1,1,0,1,1,0,0,0,0,0.9,0,0.9,0.9,0.9,Matches
222,Gabriel Díaz,ar ARG,"MF,DF",Sarmiento–J,26-046,2000,6,3,257,2.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
223,Leandro Díaz,ar ARG,FW,Atlé Tucumán,33-363,1992,14,12,"1,077",12,5,1,6,2,3,4,2,0,0.42,0.08,0.5,0.17,0.25,Matches
224,Paulo Díaz,cl CHI,DF,River Plate,31-283,1994,5,2,197,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
225,Franco Dominguez,,FW,Estudiantes–LP,,,4,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Javier Dominguez,py PAR,MF,Atlé Tucumán,26-009,2000,12,9,686,7.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
227,Alejo Dramisino,ar ARG,MF,Deportivo Riestra,26-046,2000,4,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
228,Sebastián Driussi,ar ARG,"FW,MF",River Plate,30-115,1996,12,12,856,9.5,4,0,4,4,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
229,Gaspar Duarte,ar ARG,"MF,FW",Rosario Central,23-149,2003,11,5,415,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
230,Lautaro Duarte,ar ARG,MF,Deportivo Riestra,21-073,2005,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
231,Lisandro Duarte,ar ARG,MF,Rosario Central,18-318,2007,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
232,Jalil Elías,sy SYR,MF,Tigre,30-040,1996,14,14,"1,214",13.5,1,0,1,1,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
233,Guillermo Enrique,ar ARG,DF,Aldosivi,26-100,2000,7,2,287,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
234,Iván Erquiaga,ar ARG,DF,Instituto,28-070,1998,2,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
235,Gonzalo Errecalde,ar ARG,DF,Gimnasia–LP,26-066,2000,2,2,149,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
236,Simon Escobar,ar ARG,DF,Vélez Sarsfield,16-322,2009,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
237,Juan Espínola,py PAR,GK,Barracas Central,31-214,1994,6,5,461,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
238,Marcelo Esponda,ar ARG,MF,Newell's Old Boys,23-141,2003,5,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
239,Santiago Esquivel,ar ARG,MF,Banfield,22-153,2004,8,6,439,4.9,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
240,Marcelo Estigarribia,ar ARG,FW,Unión,31-055,1995,15,13,"1,129",12.5,4,1,5,2,2,2,5,0,0.32,0.08,0.4,0.16,0.24,Matches
241,Yair Ezequiel Arismendi,ar ARG,"MF,DF",Sarmiento–J,28-060,1998,10,6,599,6.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
242,Agustín Falcón,ar ARG,"DF,MF",Belgrano,21-134,2005,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
243,Facundo Farías,ar ARG,"MF,FW",Estudiantes–LP,23-280,2002,9,4,308,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
244,Valentín Fascendini,ar ARG,DF,Unión,23-083,2003,5,3,275,3.1,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
245,Federico Fattori,ar ARG,MF,Arg Juniors,33-317,1992,16,16,"1,363",15.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
246,Juan Fedorco,ar ARG,DF,Independiente,25-188,2000,9,5,503,5.6,1,0,1,1,0,0,2,0,0.18,0,0.18,0.18,0.18,Matches
247,Luca Feler,ar ARG,MF,Vélez Sarsfield,18-129,2008,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
248,Adrián Fernández,ar ARG,"MF,FW",Racing Club,25-015,2001,12,8,620,6.9,1,1,2,1,0,0,1,1,0.15,0.15,0.29,0.15,0.29,Matches
249,Augusto Fernández,ar ARG,FW,Aldosivi,20-149,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
250,Damián Fernández,ar ARG,DF,Defensa y Justicia,25-153,2001,12,10,863,9.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,David Fernández,py PAR,FW,Defensa y Justicia,20-150,2006,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
252,Esteban Fernández,ar ARG,"MF,FW",Gimnasia–M,24-149,2002,9,6,386,4.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
253,Ignacio Fernández,ar ARG,"MF,FW",Gimnasia–LP,36-143,1990,14,14,"1,101",12.2,2,2,4,2,0,0,7,0,0.16,0.16,0.33,0.16,0.33,Matches
254,Julián Fernández,ar ARG,"MF,FW",Rosario Central,22-152,2004,10,8,700,7.8,1,2,3,1,0,0,1,0,0.13,0.26,0.39,0.13,0.39,Matches
255,Leandro Fernández,ar ARG,FW,Arg Juniors,35-084,1991,7,1,149,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
256,Manuel Fernández,ar ARG,FW,Tigre,21-239,2004,6,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
257,Matías Fernández,ar ARG,"MF,FW",Ind. Rivadavia,24-346,2001,14,13,976,10.8,2,2,4,2,0,0,6,0,0.18,0.18,0.37,0.18,0.37,Matches
258,Nicolás Fernández,ar ARG,FW,Belgrano,30-116,1996,16,11,853,9.5,1,4,5,1,0,1,1,0,0.11,0.42,0.53,0.11,0.53,Matches
259,Rodrigo Fernández,uy URU,MF,Independiente,30-152,1996,12,4,479,5.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
260,Santiago Fernández,ar ARG,DF,Talleres–C,21-066,2005,12,12,"1,035",11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
261,Tomás Fernández,ar ARG,MF,Aldosivi,27-300,1998,9,3,424,4.7,1,0,1,1,0,0,3,0,0.21,0,0.21,0.21,0.21,Matches
262,Gianluca Ferrari,ar ARG,DF,Atlé Tucumán,28-339,1997,9,8,722,8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
263,Clever Ferreira,py PAR,DF,Atlé Tucumán,23-104,2003,10,8,745,8.3,1,0,1,1,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
264,Javier Ferreira,py PAR,FW,Estudiantes–RC,34-109,1992,13,4,437,4.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
265,Pablo Ferreira,ar ARG,MF,Platense,21-224,2004,4,4,313,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
266,Brian Ferreyra,ar ARG,FW,Gimnasia–M,29-205,1996,10,0,241,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
267,Cristopher Fiermarin,uy URU,GK,Defensa y Justicia,28-154,1998,16,16,"1,440",16,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
268,Jorge Figal,ar ARG,DF,Boca Juniors,32-062,1994,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
269,Gabriel Florentín,ar ARG,MF,Arg Juniors,27-083,1999,3,0,59,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
270,Jose Florentín,py PAR,MF,Ind. Rivadavia,29-334,1996,15,14,"1,284",14.3,3,0,3,3,0,0,2,0,0.21,0,0.21,0.21,0.21,Matches
271,Gonzalo Flores,ar ARG,MF,Deportivo Riestra,24-102,2002,4,2,139,1.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
272,Joaquin Flores,ar ARG,MF,Cen. Córdoba–SdE,21-007,2005,5,0,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
273,Matias Fonseca,uy URU,FW,Instituto,25-084,2001,13,6,553,6.1,1,0,1,1,0,0,2,0,0.16,0,0.16,0.16,0.16,Matches
274,Ezequiel Forclaz,ar ARG,MF,Estudiantes–RC,23-062,2003,5,0,105,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
275,Alan Forneris,ar ARG,MF,Racing Club,21-127,2005,3,0,74,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Franco Fragapane,ar ARG,MF,Unión,33-118,1993,6,3,191,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
277,Juan Franco Arrellaga,py PAR,DF,Gimnasia–M,34-114,1992,6,5,314,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
278,Nicolás Freire,ar ARG,DF,Independiente,32-106,1994,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
279,Joaquín Freitas,ar ARG,"FW,MF",River Plate,19-184,2006,10,3,449,5,1,1,2,1,0,0,1,0,0.2,0.2,0.4,0.2,0.4,Matches
280,Ramiro Funes Mori,ar ARG,DF,Estudiantes–LP,35-091,1991,3,3,252,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
281,Adolfo Gaich,ar ARG,FW,Estudiantes–LP,27-098,1999,9,3,331,3.7,3,1,4,3,0,0,1,0,0.82,0.27,1.09,0.82,1.09,Matches
282,Matías Galarza,ar ARG,MF,Talleres–C,24-092,2002,16,14,"1,279",14.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
283,Hernán Galíndez,ec ECU,GK,Huracán,39-066,1987,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
284,Facundo Gallardo,ar ARG,MF,Estudiantes–RC,20-142,2006,4,2,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
285,Matías Gallardo,ar ARG,MF,Instituto,22-193,2003,9,0,122,1.4,1,0,1,1,0,0,1,0,0.74,0,0.74,0.74,0.74,Matches
286,Rodrigo Gallo,ar ARG,DF,Deportivo Riestra,25-212,2000,8,6,412,4.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
287,Giuliano Galoppo,ar ARG,MF,River Plate,26-351,1999,9,2,335,3.7,1,0,1,1,0,0,1,0,0.27,0,0.27,0.27,0.27,Matches
288,Francisco Galván,ar ARG,FW,Estudiantes–RC,26-323,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Ignacio Galván,ar ARG,"DF,MF",Atlé Tucumán,23-271,2002,13,9,884,9.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
290,Jonathan Galván,ar ARG,DF,Instituto,33-344,1992,13,12,926,10.3,0,1,1,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
291,Tomás Galván,ar ARG,MF,River Plate,26-054,2000,16,16,"1,139",12.7,2,1,3,2,0,0,0,0,0.16,0.08,0.24,0.16,0.24,Matches
292,Lucas Gamba,ar ARG,MF,Barracas Central,38-345,1987,5,1,114,1.3,1,0,1,1,0,0,0,0,0.79,0,0.79,0.79,0.79,Matches
293,Martín Garay,ar ARG,DF,Tigre,26-357,1999,9,3,452,5,0,1,1,0,0,0,1,0,0,0.2,0.2,0,0.2,Matches
294,Agustín García Basso,ar ARG,DF,Racing Club,34-070,1992,7,6,512,5.7,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
295,Franco García,ar ARG,"MF,FW",Newell's Old Boys,29-000,1997,8,2,224,2.5,1,0,1,1,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches
296,Joaquín García,ar ARG,DF,Vélez Sarsfield,24-288,2001,12,11,987,11,2,0,2,2,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
297,Manuel García,ar ARG,"MF,DF",Sarmiento–J,26-358,1999,13,9,830,9.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
298,Martín García,,"MF,FW",Aldosivi,,,8,5,397,4.4,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
299,Matías García,ar ARG,MF,Deportivo Riestra,30-205,1995,10,6,525,5.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
300,Martín Garnerone,ar ARG,"MF,FW",Estudiantes–RC,27-249,1998,16,13,967,10.7,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Juan Gauto,ar ARG,MF,Platense,22-002,2004,16,12,998,11.1,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
302,Gonzalo Gelini,ar ARG,FW,Boca Juniors,19-171,2006,5,2,186,2.1,0,1,1,0,0,0,0,0,0,0.48,0.48,0,0.48,Matches
303,Alejo Gelsomino,ar ARG,DF,Gimnasia–LP,21-020,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
304,Bautista Gerez,ar ARG,FW,Cen. Córdoba–SdE,19-142,2007,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
305,Laurtaro Giaccone,ar ARG,"MF,FW",Arg Juniors,25-123,2001,10,3,358,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
306,Renzo Giampaoli,ar ARG,DF,Gimnasia–LP,26-148,2000,14,13,"1,145",12.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
307,Emiliano Giannunzio,ar ARG,MF,Unión,44-130,1982,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
308,Leonardo Gil,ar ARG,MF,Huracán,35-004,1991,16,13,"1,195",13.3,0,1,1,0,0,0,4,0,0,0.08,0.08,0,0.08,Matches
309,Orlando Gill,py PAR,GK,San Lorenzo,25-358,2000,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
310,Enzo Giménez,py PAR,"MF,DF",Rosario Central,28-107,1998,14,14,"1,245",13.8,1,1,2,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,Matches
311,Luciano Giménez,ar ARG,FW,Huracán,26-106,2000,6,1,109,1.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
312,Milton Giménez,ar ARG,FW,Boca Juniors,29-296,1996,5,3,194,2.2,3,0,3,2,1,1,1,0,1.39,0,1.39,0.93,0.93,Matches
313,Federico Gino,uy URU,MF,Aldosivi,33-098,1993,13,12,"1,026",11.4,2,0,2,1,1,1,6,0,0.18,0,0.18,0.09,0.09,Matches
314,Dilan Godoy,ar ARG,"MF,FW",Vélez Sarsfield,20-119,2006,11,5,479,5.3,0,3,3,0,0,0,1,0,0,0.56,0.56,0,0.56,Matches
315,Erik Godoy,ar ARG,DF,Arg Juniors,32-292,1993,10,6,558,6.2,1,0,1,1,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
316,Lautaro Godoy,py PAR,"MF,FW",Atlé Tucumán,23-081,2003,13,3,444,4.9,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
317,Leonardo Godoy,ar ARG,DF,Independiente,31-037,1995,9,8,616,6.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
318,Jonatan Goitía,ar ARG,MF,Deportivo Riestra,31-306,1994,13,9,785,8.7,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
319,Elías Gómez,ar ARG,DF,Vélez Sarsfield,31-360,1994,15,15,"1,350",15,0,1,1,0,0,0,5,0,0,0.07,0.07,0,0.07,Matches
320,Emmanuel Gómez,ar ARG,GK,Ind. Rivadavia,24-263,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Iván Gómez,ar ARG,MF,Platense,29-096,1997,6,5,459,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
322,José Gómez,ar ARG,DF,Cen. Córdoba–SdE,26-090,2000,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
323,Lautaro Gómez,ar ARG,MF,Banfield,22-300,2003,16,8,692,7.7,3,0,3,3,0,0,2,0,0.39,0,0.39,0.39,0.39,Matches
324,Lucas Gómez,ar ARG,MF,Arg Juniors,21-352,2004,8,1,226,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
325,Luciano Gómez,ar ARG,DF,Ind. Rivadavia,30-074,1996,11,4,516,5.7,1,2,3,1,0,0,1,0,0.17,0.35,0.52,0.17,0.52,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Matias Gomez,ar ARG,MF,Talleres–C,20-193,2005,2,1,82,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
