,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
493,Eric Meza,ar ARG,DF,Estudiantes–LP,27-057,1999,12,12,879,9.8,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
494,Juan Meza,ar ARG,MF,River Plate,18-082,2008,4,1,138,1.5,0,2,2,0,0,0,2,0,0,1.3,1.3,0,1.3,Matches
495,Maximiliano Meza,ar ARG,MF,River Plate,33-171,1992,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
496,Sebastián Meza,ar ARG,GK,Huracán,26-082,2000,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
497,Matko Miljevic,us USA,MF,Racing Club,25-026,2001,12,8,598,6.6,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
498,Lautaro Millán,cl CHI,MF,Independiente,20-292,2005,14,9,738,8.2,1,1,2,1,0,0,4,0,0.12,0.12,0.24,0.12,0.24,Matches
499,Dardo Miloc,ar ARG,MF,Barracas Central,35-231,1990,15,10,985,10.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
500,Facundo Miño,ar ARG,DF,Deportivo Riestra,26-231,1999,15,10,950,10.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Marcelo Miño,ar ARG,GK,Barracas Central,28-287,1997,11,11,979,10.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
502,Ignacio Miramon,ar ARG,MF,Gimnasia–LP,22-357,2003,11,9,767,8.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
503,Juan Miritello,ar ARG,FW,Defensa y Justicia,27-116,1999,6,5,389,4.3,2,0,2,2,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches
504,Agustín Módica,ar ARG,FW,Gimnasia–M,23-143,2003,13,11,873,9.7,4,0,4,4,0,0,4,0,0.41,0,0.41,0.41,0.41,Matches
505,Tomás Molina,ar ARG,FW,Arg Juniors,31-053,1995,11,9,834,9.3,3,0,3,3,0,1,3,0,0.32,0,0.32,0.32,0.32,Matches
506,Manuel Mónaco,ar ARG,MF,Sarmiento–J,24-024,2002,1,0,26,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
507,Diego Mondino,ar ARG,DF,Gimnasia–M,31-202,1994,11,9,873,9.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
508,Pablo Monje,ar ARG,MF,Deportivo Riestra,29-118,1997,15,12,"1,040",11.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
509,Lautaro Montenegro,ar ARG,DF,San Lorenzo,21-098,2005,5,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
510,Gonzalo Montiel,ar ARG,DF,River Plate,29-154,1997,14,14,"1,259",14,4,1,5,2,2,2,4,0,0.29,0.07,0.36,0.14,0.21,Matches
511,Santiago Montiel,ar ARG,"MF,FW",Independiente,25-194,2000,11,8,629,7,1,1,2,1,0,0,1,1,0.14,0.14,0.29,0.14,0.29,Matches
512,Florián Monzón,ar ARG,FW,Vélez Sarsfield,25-152,2001,14,13,"1,042",11.6,6,0,6,5,1,1,3,0,0.52,0,0.52,0.43,0.43,Matches
513,Lautaro Mora,ar ARG,FW,Huracán,20-099,2006,5,0,52,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
514,Agustín Morales,ar ARG,FW,Estudiantes–RC,27-110,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
515,Iván Morales Bravo,cl CHI,FW,Arg Juniors,26-310,1999,11,9,744,8.3,2,1,3,2,0,0,1,0,0.24,0.12,0.36,0.24,0.36,Matches
516,Gonzalo Morales,ar ARG,FW,Barracas Central,23-092,2003,11,6,561,6.2,1,0,1,1,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
517,Leonardo Morales,ar ARG,DF,Belgrano,35-054,1991,14,14,"1,148",12.8,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
518,Matías Morello,ar ARG,"MF,DF",Aldosivi,25-112,2001,4,2,236,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
519,Aníbal Moreno,ar ARG,MF,River Plate,27-022,1999,16,16,"1,389",15.4,0,2,2,0,0,0,1,0,0,0.13,0.13,0,0.13,Matches
520,Marcelino Moreno,ar ARG,MF,Lanús,31-344,1994,8,5,530,5.9,3,1,4,3,0,0,0,0,0.51,0.17,0.68,0.51,0.68,Matches
521,Neyder Moreno,co COL,MF,Banfield,29-115,1997,7,2,205,2.3,1,0,1,1,0,0,1,0,0.44,0,0.44,0.44,0.44,Matches
522,Valentín Moreno,ar ARG,DF,Tigre,23-105,2003,9,9,726,8.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
523,Stéfano Moreyra,ar ARG,MF,Ind. Rivadavia,24-258,2001,6,1,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
524,Nicolás Morgantini,ar ARG,DF,Lanús,31-266,1994,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
525,Leonel Mosevich,ar ARG,DF,Instituto,29-120,1997,16,16,"1,440",16,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Joaquín Mosqueira,ar ARG,MF,Tigre,21-215,2004,6,1,95,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
527,Jherson Mosquera,co COL,DF,Newell's Old Boys,26-259,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
528,Santiago Moya,ar ARG,DF,Aldosivi,22-356,2003,7,7,630,7,1,0,1,1,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
529,Franco Moyano,ar ARG,MF,Instituto,28-264,1997,3,2,129,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
530,Santiago Moyano,ar ARG,DF,Cen. Córdoba–SdE,28-254,1997,14,13,"1,038",11.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
531,Ezequiel Muñoz,ar ARG,DF,Gimnasia–M,35-239,1990,13,13,"1,114",12.4,2,0,2,2,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
532,Fernando Muslera,uy URU,GK,Estudiantes–LP,39-353,1986,11,11,945,10.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
533,Facundo Kalinger di Napoli,ar ARG,MF,Huracán,21-125,2005,5,1,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
534,Juan Nardoni,ar ARG,MF,Racing Club,23-325,2002,2,2,126,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
535,Tomás Nasif,ar ARG,FW,Platense,22-153,2004,12,4,526,5.8,2,1,3,2,0,0,0,0,0.34,0.17,0.51,0.34,0.51,Matches
536,Federico Navarro,ar ARG,MF,Rosario Central,26-087,2000,11,3,354,3.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
537,Ezequiel Naya,ar ARG,FW,Cen. Córdoba–SdE,24-304,2001,12,10,727,8.1,2,0,2,2,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
538,Hugo Nervo,ar ARG,DF,Huracán,35-149,1991,6,1,146,1.6,1,0,1,1,0,0,1,0,0.62,0,0.62,0.62,0.62,Matches
539,Gabriel Neves,uy URU,MF,Estudiantes–LP,28-297,1997,11,5,438,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
540,Franco Nicola,uy URU,"MF,FW",Atlé Tucumán,24-047,2002,14,10,853,9.5,2,1,3,2,0,0,0,0,0.21,0.11,0.32,0.21,0.32,Matches
541,Gonzalo Nicolás Martínez,ar ARG,MF,Tigre,32-356,1993,11,4,366,4.1,2,0,2,2,0,0,1,0,0.49,0,0.49,0.49,0.49,Matches
542,Aaron Nicolás Molinas,ar ARG,MF,Defensa y Justicia,25-306,2000,15,15,"1,348",15,3,4,7,0,3,3,3,0,0.2,0.27,0.47,0,0.27,Matches
543,Fabián Noguera,ar ARG,DF,Newell's Old Boys,33-076,1993,2,0,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
544,Santiago Núñez,ar ARG,DF,Estudiantes–LP,26-036,2000,9,7,604,6.7,1,1,2,1,0,0,4,1,0.15,0.15,0.3,0.15,0.3,Matches
545,Walter Núñez,ar ARG,"MF,FW",Newell's Old Boys,23-111,2003,15,9,763,8.5,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches
546,Tomás O'Connor,ar ARG,MF,Gimnasia–M,22-071,2004,4,0,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
547,Gabriel Obredor,ar ARG,FW,Deportivo Riestra,29-149,1997,16,2,543,6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
548,Álvaro Ocampo,ar ARG,DF,Belgrano,21-327,2004,7,2,296,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
549,Pedro Ojeda,ar ARG,MF,Huracán,28-211,1997,13,12,"1,023",11.4,0,2,2,0,0,0,2,0,0,0.18,0.18,0,0.18,Matches
550,Tomás Olmos,ar ARG,DF,Estudiantes–RC,21-133,2005,3,2,164,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Nicolás Omar Goitea,ar ARG,DF,Newell's Old Boys,28-358,1997,10,9,855,9.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
552,Nicolás Oróz,ar ARG,MF,Arg Juniors,32-064,1994,15,13,"1,028",11.4,2,2,4,1,1,1,1,0,0.18,0.18,0.35,0.09,0.26,Matches
553,Franco Orozco,ar ARG,"FW,MF",Newell's Old Boys,24-146,2002,3,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
554,Martín Ortega,ar ARG,DF,Newell's Old Boys,26-288,1999,3,1,131,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
555,Diego Ortegoza,cl CHI,MF,Talleres–C,29-046,1997,14,10,831,9.2,0,2,2,0,0,0,3,0,0,0.22,0.22,0,0.22,Matches
556,Kevin Ortíz,ar ARG,MF,Atlé Tucumán,25-259,2000,11,9,824,9.2,0,1,1,0,0,0,2,1,0,0.11,0.11,0,0.11,Matches
557,Tomás Ortiz,ar ARG,MF,Gimnasia–M,26-086,2000,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
558,Alejo Osella,ar ARG,"DF,MF",Ind. Rivadavia,25-247,2000,13,12,952,10.6,4,0,4,4,0,0,1,0,0.38,0,0.38,0.38,0.38,Matches
559,Abiel Osorio,ar ARG,FW,Defensa y Justicia,23-356,2002,4,3,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
560,Tobías Ostchega,ar ARG,DF,Estudiantes–RC,27-283,1998,11,9,799,8.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
561,Ignacio Ovando,ar ARG,DF,Rosario Central,18-340,2007,13,13,"1,170",13,1,0,1,1,0,0,1,0,0.08,0,0.08,0.08,0.08,Matches
562,Alfio Oviedo,py PAR,FW,Tigre,30-168,1995,9,2,281,3.1,1,0,1,1,0,0,2,0,0.32,0,0.32,0.32,0.32,Matches
563,Fabricio Oviedo,ar ARG,FW,Rosario Central,22-112,2004,2,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
564,Kendry Páez,ec ECU,"MF,FW",River Plate,19-031,2007,8,3,317,3.5,1,0,1,1,0,0,1,0,0.28,0,0.28,0.28,0.28,Matches
565,Ignacio Pais,ar ARG,MF,Banfield,26-005,2000,12,12,985,10.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
566,Julián Palacios,ar ARG,MF,Unión,27-120,1999,15,15,"1,165",12.9,3,5,8,3,0,0,4,0,0.23,0.39,0.62,0.23,0.62,Matches
567,Tiago Palacios,uy URU,"MF,FW",Estudiantes–LP,25-068,2001,13,7,736,8.2,3,1,4,3,0,0,2,0,0.37,0.12,0.49,0.37,0.49,Matches
568,Tomás Palacios,ar ARG,DF,Estudiantes–LP,23-037,2003,11,10,927,10.3,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
569,Agustín Palavecino,ar ARG,"MF,FW",Aldosivi,23-087,2003,15,11,922,10.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
570,Lucas Palavecino,ar ARG,MF,Banfield,22-229,2003,3,0,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
571,Nicolás Palavecino,ar ARG,FW,Unión,23-067,2003,7,1,202,2.2,0,1,1,0,0,0,0,0,0,0.45,0.45,0,0.45,Matches
572,Máximo Palazzo,ar ARG,DF,Huracán,20-363,2005,6,5,417,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
573,Manuel Panaro,ar ARG,"MF,FW",Gimnasia–LP,23-158,2002,14,10,785,8.7,1,1,2,1,0,0,2,1,0.11,0.11,0.23,0.11,0.23,Matches
574,Franco Pardo,ar ARG,DF,Racing Club,29-060,1997,12,7,742,8.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
575,Leandro Paredes,ar ARG,MF,Boca Juniors,31-340,1994,14,10,977,10.9,2,3,5,0,2,2,6,0,0.18,0.28,0.46,0,0.28,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Luciano Paredes,ar ARG,"DF,MF",Gimnasia–M,23-268,2002,13,11,948,10.5,1,0,1,1,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
577,Nicolás Pasquini,ar ARG,"DF,MF",Sarmiento–J,35-153,1991,6,5,438,4.9,1,0,1,1,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
578,Lucas Passerini,ar ARG,FW,Belgrano,31-323,1994,11,4,443,4.9,0,4,4,0,0,1,1,0,0,0.81,0.81,0,0.81,Matches
579,Cristian Paz,ar ARG,DF,Deportivo Riestra,31-041,1995,15,15,"1,332",14.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
580,Nehuén Paz,ar ARG,DF,Huracán,33-037,1993,4,4,293,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
581,Nicolás Paz,ar ARG,DF,Unión,23-231,2002,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
582,Matías Pellegrini,ar ARG,"MF,FW",Vélez Sarsfield,26-024,2000,11,9,700,7.8,3,2,5,3,0,0,2,0,0.39,0.26,0.64,0.39,0.64,Matches
583,Marco Pellegrino,ar ARG,DF,Boca Juniors,23-321,2002,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
584,Ignacio Peluffo,,FW,Tigre,,,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
585,Felipe Peña,ar ARG,MF,Lanús,25-060,2001,15,6,620,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
586,Taiel Peralta,ar ARG,"MF,FW",Huracán,17-256,2008,9,7,458,5.1,2,0,2,2,0,0,1,1,0.39,0,0.39,0.39,0.39,Matches
587,Elías Pereyra,ar ARG,"MF,DF",Defensa y Justicia,27-109,1999,11,6,558,6.2,2,0,2,2,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
588,Fabio Pereyra,ar ARG,DF,Huracán,36-124,1990,16,16,"1,440",16,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
589,Joaquín Pereyra,ar ARG,DF,Estudiantes–LP,20-353,2005,2,2,151,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
590,Lautaro Pereyra,ar ARG,MF,River Plate,18-068,2008,3,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
591,Benjamín Pérez,ar ARG,MF,Deportivo Riestra,20-001,2006,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
592,César Pérez,cl CHI,MF,Defensa y Justicia,23-187,2002,3,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
593,Enzo Pérez,ar ARG,MF,Arg Juniors,40-102,1986,5,1,111,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
594,Ezequiel Pérez,ar ARG,MF,Racing Club,18-012,2008,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
595,Fabricio Pérez,ar ARG,MF,Estudiantes–LP,20-179,2005,15,11,838,9.3,3,0,3,3,0,0,2,0,0.32,0,0.32,0.32,0.32,Matches
596,Gonzalo Pérez,uy URU,DF,Lanús,25-151,2001,7,3,329,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
597,Juan Pérez,co COL,MF,Gimnasia–LP,21-314,2004,3,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
598,Mateo Pérez,ar ARG,MF,Independiente,20-131,2006,8,5,426,4.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
599,Tomás Pérez,ar ARG,FW,Racing Club,20-038,2006,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
600,Tiziano Perrotta,ar ARG,FW,Banfield,19-191,2006,13,11,823,9.1,4,1,5,4,0,0,0,0,0.44,0.11,0.55,0.44,0.55,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Francisco Perruzzi,ar ARG,MF,San Lorenzo,24-275,2001,4,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
602,Ignacio Perruzzi,ar ARG,MF,San Lorenzo,21-060,2005,12,9,789,8.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
603,Franco Petroli,ar ARG,GK,Lanús,27-358,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
604,Lautaro Petruchi,ar ARG,GK,Gimnasia–M,27-276,1998,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
605,Germán Pezzella,ar ARG,DF,River Plate,34-342,1991,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
606,Bautista Pieroni,ar ARG,DF,Estudiantes–RC,17-316,2008,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
607,Juan Pignani,ar ARG,DF,Cen. Córdoba–SdE,24-337,2001,8,7,602,6.7,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
608,Gonzalo Piñeiro,ar ARG,MF,Tigre,25-244,2000,7,4,319,3.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
609,Lisandro Piñero,ar ARG,MF,Banfield,18-324,2007,13,4,465,5.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
610,Lucas Piovi,ar ARG,MF,Estudiantes–LP,33-288,1992,14,14,"1,140",12.7,0,1,1,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
611,Bruno Pittón,ar ARG,DF,Unión,33-123,1993,10,3,281,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
612,Mauro Pittón,ar ARG,MF,Unión,31-300,1994,16,16,"1,399",15.5,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
613,Damián Pizarro,cl CHI,FW,Racing Club,21-068,2005,2,2,115,1.3,0,1,1,0,0,0,0,0,0,0.78,0.78,0,0.78,Matches
614,Vicente Pizarro,cl CHI,MF,Rosario Central,23-211,2002,15,15,"1,281",14.2,1,1,2,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,Matches
615,Diego Porcel,ar ARG,"MF,FW",Arg Juniors,21-134,2005,14,5,513,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
616,Tomás Porra,ar ARG,MF,Barracas Central,22-146,2004,16,15,"1,250",13.9,0,3,3,0,0,0,4,0,0,0.22,0.22,0,0.22,Matches
617,Ayrton Portillo,ar ARG,MF,Defensa y Justicia,25-290,2000,11,11,875,9.7,3,1,4,3,0,0,2,0,0.31,0.1,0.41,0.31,0.41,Matches
618,Juan Portillo,ar ARG,"DF,MF",River Plate,26-017,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
619,Sebastián Prieto,ar ARG,DF,Arg Juniors,33-056,1993,15,14,"1,136",12.6,1,2,3,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,Matches
620,Rafael Profini,ar ARG,MF,Unión,22-268,2003,16,16,"1,322",14.7,1,5,6,1,0,0,1,0,0.07,0.34,0.41,0.07,0.41,Matches
621,Maximiliano Puig,ar ARG,MF,Barracas Central,25-259,2000,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
622,Ignacio Pussetto,ar ARG,MF,Independiente,30-165,1995,10,5,417,4.6,1,0,1,1,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
623,Carlos Quintana,ar ARG,DF,Rosario Central,38-113,1988,4,2,238,2.6,0,1,1,0,0,0,0,0,0,0.38,0.38,0,0.38,Matches
624,Juan Quintero,co COL,MF,River Plate,33-137,1993,12,6,549,6.1,2,2,4,2,0,1,0,0,0.33,0.33,0.66,0.33,0.66,Matches
625,Agustin Quiroga,ar ARG,DF,Cen. Córdoba–SdE,24-059,2002,13,9,802,8.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Aaron Quirós,ar ARG,DF,Vélez Sarsfield,24-216,2001,7,4,382,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
627,Luca Rafaelli,,MF,Instituto,,,9,1,247,2.7,1,1,2,1,0,0,2,0,0.36,0.36,0.73,0.36,0.73,Matches
628,Luca Raffin,py PAR,DF,Rosario Central,20-142,2006,7,2,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
629,Eugenio Raggio,ar ARG,DF,Platense,24-277,2001,8,8,720,8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
630,Yonatthan Rak,uy URU,DF,Barracas Central,32-290,1993,4,2,191,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
631,Eric Ramírez,ar ARG,MF,Huracán,29-256,1996,9,1,149,1.7,0,1,1,0,0,0,1,0,0,0.6,0.6,0,0.6,Matches
632,Mateo Ramírez,ar ARG,MF,Deportivo Riestra,31-137,1995,1,0,16,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
633,Pedro Ramírez,ar ARG,"DF,MF",Deportivo Riestra,26-061,2000,11,11,884,9.8,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
634,Tobías Ramírez,ar ARG,DF,Arg Juniors,19-205,2006,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
635,Tobías Ramírez,ar ARG,DF,River Plate,19-205,2006,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
636,Victorio Ramis,ar ARG,FW,Ind. Rivadavia,31-332,1994,4,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
637,Luciano Ramón Herrera,ar ARG,"MF,FW",Newell's Old Boys,30-004,1996,16,10,833,9.3,0,1,1,0,0,0,4,0,0,0.11,0.11,0,0.11,Matches
638,Lucas Ramos,ar ARG,MF,Rosario Central,20-142,2006,1,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
639,Juan Randazzo,ar ARG,DF,Deportivo Riestra,31-236,1994,12,10,932,10.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
640,Juan Rattalino,ar ARG,MF,San Lorenzo,22-132,2004,4,0,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
641,Matías Reali,ar ARG,"MF,FW",San Lorenzo,28-202,1997,9,4,422,4.7,0,1,1,0,0,0,1,0,0,0.21,0.21,0,0.21,Matches
642,Matías Recalde,ar ARG,DF,Gimnasia–M,28-330,1997,11,3,458,5.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
643,Luca Regiardo,ar ARG,MF,Newell's Old Boys,19-224,2006,11,11,964,10.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
644,Josue Reinatti,ar ARG,GK,Newell's Old Boys,23-002,2003,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
645,Jhon Rentería,co COL,"MF,FW",Sarmiento–J,20-223,2005,8,4,365,4.1,0,1,1,0,0,0,3,0,0,0.25,0.25,0,0.25,Matches
646,Kevin Retamar,ar ARG,MF,Platense,27-118,1999,12,6,549,6.1,1,2,3,1,0,0,0,0,0.16,0.33,0.49,0.16,0.49,Matches
647,Camilo Rey,ar ARG,MF,Boca Juniors,20-086,2006,2,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
648,Rodrigo Rey,ar ARG,GK,Independiente,35-088,1991,16,16,"1,440",16,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
649,Federico Ricca,uy URU,"DF,MF",Belgrano,31-185,1994,9,9,663,7.4,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
650,Rick,br BRA,MF,Talleres–C,26-275,1999,14,10,875,9.7,2,1,3,2,0,0,4,0,0.21,0.1,0.31,0.21,0.31,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
651,Alessandro Riep,ar ARG,DF,Ind. Rivadavia,22-336,2003,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
652,César Rigamonti,ar ARG,GK,Gimnasia–M,39-058,1987,14,14,"1,260",14,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
653,Emiliano Rigoni,ar ARG,MF,Belgrano,33-120,1993,13,13,975,10.8,1,2,3,1,0,0,0,1,0.09,0.18,0.28,0.09,0.28,Matches
654,Martín Río,ar ARG,MF,Talleres–C,25-082,2001,9,1,159,1.8,1,0,1,1,0,0,1,0,0.57,0,0.57,0.57,0.57,Matches
655,Gonzalo Ríos,ar ARG,MF,Ind. Rivadavia,27-128,1999,15,10,813,9,1,2,3,1,0,0,1,0,0.11,0.22,0.33,0.11,0.33,Matches
656,Lautaro Ríos,ar ARG,MF,Banfield,25-238,2000,5,2,301,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
657,Leonardo Rios,ar ARG,DF,Rosario Central,19-207,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
658,Román Riquelme,ar ARG,DF,Arg Juniors,24-017,2002,10,10,900,10,1,0,1,1,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
659,Gabriel Risso Patrón,ar ARG,DF,Newell's Old Boys,30-211,1995,4,3,285,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
